tipo_establecimiento;tipo_titularidad;municipio_codigo;municipio_nombre;direccion_via_codigo;direccion_via_nombre;direccion_portal_numero;direccion_piso;direccion_puerta;direccion_codigo_postal;direccion_ubicacion;direccion_coordenada_x;direccion_coordenada_y;horario_acceso;codigo_dea
Establecimiento dependiente de una Administración Pública;Pública;148;Torrejón de Ardoz;AVIA;Nacional II;0;;;28850;EDIFICIO O-03 ENFERMERIA INSTITUTO NACIONAL TECNOLOGÍA AEROESPACIAL;459555;4482942;24h;2021-139
Otros;Privada;079;Madrid;AVDA;de San Diego;1;;;;ZELENZA S.L. ;443017;4471226;;2021-300
Otros;Privada;079;Madrid;CALLE;de la Castellana;31;1ª;;28032;JPMORGAN CHASE BANK NA SUCURSAL EN ESPAÑA ;441489;4475868;24/7;2018-355
Aeropuertos;Pública;079;Madrid;AVDA;de la Hispanidad;0;;;28042;PATIO CARRILLOS T4 SUR IZQUIERDA AEROPUERTO ADOLFO SUAREZ MADRID-BARAJAS;449721;4482599;;2021-466
Centro de trabajo con más de 250 trabajadores;Privada;134;San Sebastián de los Reyes;AVDA;del Juncal;22;9;;28703;ARVAL SERVICE LEASE, S.A. ;448207;4487780;;2017-115
Establecimiento dependiente de una Administración Pública;Pública;152;Torrelodones;CALLE;Cudillero;6;BAJA;;28250;VEHÑICULO DE INTERVENCIÓN SANITARIA DE PROTECCIÓN CIVIL AYUNTAMIENTO DE TORRELODONES;421580;4491337;TURNO OPERATIVO;2017-335
Establecimiento público con aforo igual o superior a 2000 personas;Privada;079;Madrid;PLAZA;de Pablo Ruiz Picasso;11;;;28020;EDIFICIO SERRANTES FINANCIERA ;441130;4477861;24H;2021-520
Establecimiento público con aforo igual o superior a 2000 personas;Privada;079;Madrid;PASEO;de la Castellana;75;;;28046;PLANTA BAJA DISCOS ;441239;4477716;24H;2021-521
Establecimiento público con aforo igual o superior a 2000 personas;Privada;079;Madrid;PASEO;de la Castellana;65;;;28046;PLANTA 1ª SALIDA TORRE ;441130;4477566;24H;2021-522
Grandes establecimientos comerciales con una superficie superior a 2500 m2;Privada;079;Madrid;CALLE;de la Princesa;3;;;28008;CINES PRINCESA PLAZA DE LOS CUBOS;439518;4475152;15:30-01:00;2018-2843
Otros;Privada;065;Getafe;CALLE;Río Guadalquivir;13;;;28906;En puesto de caja-Conforama ;440887;4458239;;2021-558
Grandes establecimientos comerciales con una superficie superior a 2500 m2;Privada;074;Leganés;AVDA;Gran Bretaña;0;;;28916;Pasillo enfrente Corte Ingles-Centro Comercial Parquesur ;437623;4465784;;2021-577
Otros;Privada;079;Madrid;CALLE;del General Arrando;11;;;28010;Planta 1ª-Entrada ASEFARMA GESTIÓN S.L.;440998;4475916;L a V 8:00?20:00;2021-643
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;Gran Vía;52;4;;28013;PLANTA 4 /JUZGADOS DE LO MERCANTIL ;440034;4474734;;2021-925
Aeropuertos;Pública;079;Madrid;AVDA;de la Hispanidad;0;;;28042;REMOTOS NORTE T2 AEROPUERTO Adolfo Suarez Madrid-Barajas;449721;4482599;;2022-20
Otros;Privada;058;Fuenlabrada;CALLE;del Enebro;2;;;28942;PUNTO DE REUNION EQUIPOS DE EMERGENCIA ;430442;4461234;24H;2022-99
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Privada;079;Madrid;CALLE;de Aracne;3;;;28022;Sala fitnes ;450176;4477650;;2022-116
Centro de trabajo con más de 250 trabajadores;Privada;006;Alcobendas;AVDA;de la Vega;15;;;28108;CISCO SYSTEM ;446526;4487255;;2022-121
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;CALLE;de Serrano;57;3;;28006;GARITA DE SEGURIDAD BANCO DE SANTANDER;441723;4475902;;2018-1400
Centro educativo;Privada;903;Tres Cantos;CTRA;de Colmenar Viejo;18;;;28760;Recepción de Cedex ;440946;4493383;8-19;2022-203
Otros;Pública;079;Madrid;AVDA;de Pío XII;110;;;28036;UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ;442489;4480602;24H;2022-213
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;AVDA;de la Princesa Juana de Austria;1;;;28054;ENTRANDO A LA DERECHA JUNTO A LA MAQUINA DE COCACOLA CREMATORIO SUR - CEMENTERIO SUR;437246;4457597;24 H;2018-2244
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;de Los Brezos;6;;;28042;CENTRO DEPORTIVO MUNICIPAL PABELLÓN VILLA DE MADRID ;450044;4479113;;2022-297
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CMNO;del Príncipe;2;;;28011;CENTRO DEPORTIVO MUNICIPAL TENIS CASA DE CAMPO AYUNTAMIENTO DE MADRID;437648;4474792;;2022-298
Otros;Privada;079;Madrid;CALLE;Gran Vía;22;;;28013;Recepción H10 Puerta de Alcalá ;440590;4474614;24/7;2022-300
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;AVDA;de Monforte de Lemos;13;;;28029;CENTRO DEPORTIVO MUNICIPAL VICENTE DEL BOSQUE V AYUNTAMIENTO DE MADRID;441219;4481136;;2022-299
Otros;Pública;092;Móstoles;CALLE;Fragua;13;;;28933;EN VEHÍCULO POLICÍA MNICIPAL SKODA LAROQ 7269-LLZ AYTO. MÓSTOLES;426894;4466059;;2021-97
Otros;Pública;092;Móstoles;CALLE;Fragua;13;;;28933;EN VEHÍCULO POLICÍA MUNICIPAL SKODA LAROQ 7267 LLZ AYTO MÓSTOLES;426894;4466059;;2021-98
Otros;Pública;092;Móstoles;CALLE;Fragua;13;;;28933;EN VEHICULO POLICIA MUNICIPAL SODA LAROQ 6959-LMB AYTO MÓSTOLES;426894;4466059;;2021-99
Otros;Privada;144;Soto del Real;AVDA;de España;11;PRIMER;;28791;CENTRO RESIDENCIAL SOTOFRESNOS. EN ENFERMERÍA JUNTO A MESA MÉDICO ASISPA;433344;4511700;9:00 a 17:00h;2021-127
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Privada;079;Madrid;CALLE;de Filipinas;7;;;28036;Laboratorio INGESPORT HEALTH Y SPA CONSULTING;439863;4476919;07:00 a 22:00;2021-128
Otros;Privada;067;Guadalix de la Sierra;CALLE;Palenque;8;BAJA;;28794;RESIDENCIA MUNICIPAL DE PERSONAS MAYORES. EN DESPACHO MÉDICO ASISPA;441478;4515251;7:00 a 17:00h;2021-129
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CTRA;de la Sierra;0;;;28048;Termino Municipal El Pardo INSTITUTO NACIONAL DE TECNOLOGÍOA AEROESPACIAL;433578;4487876;;2021-130
Establecimiento dependiente de una Administración Pública;Pública;148;Torrejón de Ardoz;AVIA;Nacional II;0;;;28850;Despacho K04-4 PISTAS INSTITUTO NACIONAL DE TECNOLOGÍA AEROESPACIAL;459553;4481943;24h;2021-131
Centro de trabajo con más de 250 trabajadores;Privada;104;Paracuellos de Jarama;CÑADA;de San Miguel;4;;;28860;BIMBO DONUTS IBERIA ;453386;4484684;24 H 7 DIAS SEMANA;2021-304
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;de la Beneficencia;8;;;28004;PLANTA BAJA ;440654;4475260;7-19;2021-385
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;CALLE;de la Castellana;95;0;;28032;EDIFICIO OFICINAS MULTINQUILINO ;441368;4478121;VIGILANTE DE SEGURIDAD DE TURNO EN LA RECEPCION DEL EDIFICIO;2017-68
Centro educativo;Pública;096;Navalcarnero;CALLE;de las Víctimas del Terrorismo;;;;28600;CEIP MARÍA MARTÍN EN EL HALL DE ENTRADA PABELLÓN 2º GRADO;415331;4460874;HORARIO LECTIVO;2017-123
Otros;Pública;096;Navalcarnero;CALLE;Felguera;;;;28600;PISCINA MUNICIPAL HALL DE RECEPCIÓN;413431;4459617;DE 8:00 A 23:00;2017-131
Otros;Privada;079;Madrid;CALLE;del Marqués de Valdeiglesias;3;;;28004;UBICACION DEA RECEPCION ;440851;4474574;8-20;2021-906
Centro educativo;Pública;044;Colmenarejo;AVDA;de Gregorio Peces-Barba Martínez;22;;;28270;AULARIO ENFRENTE CARITA SEGURIDAD Y PTO. INFORMACIÓN UNIVERSIDAD CARLOS III DE MADRID;414389;4489035;8-21;2018-452
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Pública;084;Mejorada del Campo;PLAZA;del Progreso;2;;;28840;AYUNTAMIENTO MEJORADA DEL CAMPO ;458861;4471878;;2021-933
Otros;Privada;079;Madrid;CALLE;de Mahonia;3;;;28043;Entrada principal ;447411;4478586;9-19;2022-38
Establecimiento público con aforo igual o superior a 2000 personas;Pública;079;Madrid;CALLE;de Isaac Albéniz;1;;;28019;BIBLIOTECA P,M. AN MARÍA MATUTE.  RECEPCIÓN BIBLIOTECA AYUNTAMIENTO DE MADRID;438888;4472170;LUNES A VIERNES DE 8:30 A 21;2022-67
Otros;Privada;123;Rivas-Vaciamadrid;CALLE;de la Cañada Real Galiana;0;;;28523;Cuarto de la cocina junto a fuente de agua. CAÑADAREAL VALDEMINGOMEZ;450903;4465914;;2022-68
Establecimiento dependiente de una Administración Pública;Pública;183;Zarzalejo;CALLE;Matasanguina;11;;;28293;Sala calderas ;401231;4488228;L a V 9:00 a 22:00;2022-101
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;CALLE;de Antonio López;249;;;28041;Edificio Vertice-Hall Principal ;441049;4469841;;2022-168
Centro educativo;Pública;013;Aranjuez;CALLE;de Santiago Rusiñol;7;;;28300;ENTRADA ;447818;4431326;;2019-1001
Otros;Privada;079;Madrid;CALLE;de Emilio Vargas;4;1;;28043;"PLANTA 1 - COMMODITY CORNER ""D"" ";444434;4477619;7-20;2021-70
Centro de trabajo con más de 250 trabajadores;Privada;066;Griñón;CTRA;de Navalcarnero-Chinchón;21.3;;;28971;SCHNEIDER ELECTRIC ESPAÑA ASU ;429086;4451078;24 Horas;2021-261
Otros;Privada;079;Madrid;AVDA;de Baviera;1;;;28028;SAMPOL INGENIERIA Y OBRAS SA ;443645;4477015;De 8:00 a 20:00 horas de lunes a viernes;2021-263
Instalaciones de transporte;Pública;079;Madrid;CALLE;de Gotarrendura;3;;;28047;DENTRO DEL DEPOSITO DE LAGUNA, Nave de Mantenimiento de Ciclo Cor to. METRO DE MADRID;437504;4472753;;2021-264
Instalaciones de transporte;Pública;079;Madrid;AVDA;DENTRO DEL DEPOSITO DE METRO DE HORTALEZA L4, NAVE DE MANTENIMIEN;0;;;28033;TO DE CICLO CORTO. METRO DE MADRID;444167;4481665;;2021-265
Instalaciones de transporte;Pública;079;Madrid;CALLE;de Roquetas de Mar;2;;;28033;DENTRO DEL DEPOSITO DE METRO DE HORTALEZA L1, NAVE DE MANTENIMIEN TO DE CICLO CORTO.METRO DE MADRID;444372;4481439;;2021-266
Instalaciones de transporte;Pública;079;Madrid;AVDA;de los Poblados;0;;;;DENTRO DEL DEPOSITO DE METRO DE ALUCHE METRO DE MADRID;435219;4470999;;2021-267
Instalaciones de transporte;Pública;079;Madrid;CALLE;del Néctar;44;;;28022;DENTRO DEL DEPOSITO DE METRO DE CANILLEJAS, ENTRADA EDIFICIO OFIC INAS TALLERES CENTRALES. METRO DE MADRID;448370;4477239;;2021-268
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;de Nicolás Cabrera;9;;;28049;Campus Cantoblanco ;441754;4488873;24h;2021-915
Aeropuertos;Pública;079;Madrid;AVDA;de la Hispanidad;0;;;28042;CENTRAL ELECTRICA LT aeropuerto Adolfo Suarez Madrid-Barajas;449721;4482599;;2022-8
Otros;Privada;079;Madrid;CALLE;del Arte Pop;1;;;28051;consejería COMUNIDAD DE PROPIETARIOS C/ ARTE POP 1-11;450128;4468300;7-23;2022-50
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Pública;176;Villanueva de la Cañada;AVDA;de la Rioja;0;;;28691;Centro Deportivo San Isidro-Hall Entrada ;415110;4477045;L a V1 6:00 a 22:00 .S 9:00 a 14:00 h. y de 16:30 a 20:30 h.;2021-501
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;de Francisco Gervas;10;11;;28020;JUZGADOS DE FAMILIA. PLANTA 11 EN SECRETARIA ;441252;4479153;;2021-563
Otros;Privada;007;Alcorcón;CALLE;Alfredo Nobel;21;;;28922;Portal 8 ;429396;4464955;;2022-104
Otros;Privada;079;Madrid;CALLE;de Titán;15;0-2;;28045;Mahou San Miguel Oficina Planta 3 ;442307;4471380;L-V 8-20;2022-108
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;del General Castaños;1;B;;28004;TRIBUNAL SUPERIOR DE JUSTICIA. ENTRADA PRINCIPAL ;441190;4475128;;2021-566
Otros;Privada;061;Galapagar;CTRA;de Guadarrama;3,500;;;28260;GARITA CONSERJES 635449761 ;413521;4495367;24H;2022-165
Establecimiento dependiente de una Administración Pública;Pública;075;Loeches;PLAZA;de la Villa;1;;;28890;INSTALADO EN LA VIA PUBLICA, PUERTA DEL AYUNTAMIENTO ;465256;4470431;;2022-177
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;AVDA;de los Poblados;72;;;28044;CENTRO DEPORTIVO MUNICIPAL LAS CRUCES AYUNTAMIENTO DE MADRID;435750;4470111;;2022-247
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;de Nicolás Salmerón;8;;;28017;Centro Deportivo Municipal la Almudena ;446697;4474347;;2022-266
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;PASEO;de los Melancólicos;14;4;;28005;CETELEM GESTION AIE ;438871;4473152;;2021-80
Establecimiento dependiente de una Administración Pública;Pública;005;Alcalá de Henares;CALLE;Victoria;10;;;28802;HALL DE ENTRADA AYTO. DE ALCALÁ DE HENARES;468614;4481088;;2021-106
Grandes establecimientos comerciales con una superficie superior a 2500 m2;Privada;148;Torrejón de Ardoz;CTRA;de Acceso a Torrejón desde N-II;0;;;28850;C. COMERCIAL PARQUE CORREDOR TORREJON DE ARDOZ OUTLET EL CORTE IN GLES. Cra. Torrejón a Ajalvir;459240;4480723;;2021-118
Instalaciones de transporte;Pública;065;Getafe;CALLE;Ferrocarril;0;;;;DENTRO DE LA ESTACIÓN DE METRO GETAFE CENTRAL, EN VESTÍBULO, NIVEL -2;437623;4462403;;2018-3115
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;CALLE;de Magallanes;3;5;;28015;GHESA IGENIERÍA Y TECNOLOGÍA SA ;440142;4476031;PERMANENTE;2021-347
Centro de trabajo con más de 250 trabajadores;Privada;127;Rozas de Madrid, Las;CALLE;Pollensa;6;;;28290;Planta 0 CRA puerta blindada. TYCO INTEGRATED SECURITY SL;424697;4487171;;2021-349
Establecimiento dependiente de una Administración Pública;Pública;148;Torrejón de Ardoz;PLAZA;Centro;1;;;28850;DEPENDENCIAS DE POLICÍA LOCAL ;459632;4478828;24/7;2021-410
Centro de trabajo con más de 250 trabajadores;Privada;115;Pozuelo de Alarcón;VREDA;de los Zapateros;sn;;;28223;PLANTA BAJA - ENTRADA FABRICA A LA DCHA ;428849;4476529;8-20 h;2018-1879
Otros;Pública;152;Torrelodones;AVDA;de Torrelodones;8;;;28250;Área deportiva de Torreforum-Entrada Principal, sala polivalente ;420061;4492209;;2021-446
Otros;Privada;007;Alcorcón;CALLE;Alfredo Nobel;3;;;28922;Detrás de recepción ;431234;4467801;L a J 9:00 - 18:00 -  9:00 - 15:00 V Y JUNIO A SEPTIEMBRE;2019-916
Otros;Privada;079;Madrid;CALLE;de los Hermanos Álvarez Quintero;3;;;28004;PASILLO AL LADO PUERTA ENFERMERIA ;440843;4475417;L-V 9:00 a 18:00 HORARIO VERANO 8 A 15;2019-210
Centro de trabajo con más de 250 trabajadores;Privada;006;Alcobendas;AVDA;de la Industria;51;;;28108;CAF SIGNALLING S.L. ;445530;4487380;7-20;2022-157
Otros;Privada;092;Móstoles;CALLE;Saturno;2;;;28936;SALA DE RUEDAS (PUERTA ENTRADA) ;451088;4480281;;2022-160
Centro de trabajo con más de 250 trabajadores;Pública;079;Madrid;AVDA;de Asturias;4;;;28029;EDIFCIO SOCIAL METRO DE MADRID PLANTA 0 - HALL DE ENTRADA A EDIFC IO;441340;4479901;;2022-277
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;PASEO;Imperial;20;;;28005;CENTRO DEPORTIVO MUNICIPAL MARQUES DE SAMARANCH ;439111;4473239;;2022-303
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;de la Reguera de Tomateros;39;;;28053;CENTRO DEPORTIVOMUNICIPAL WILFRED AGBONAVBARE (ANT. ALBERTO GARCI AYUNTAMIENTO DE MADRID;444304;4469287;;2022-304
Otros;Privada;079;Madrid;CALLE;de Emilio Vargas;3;;;28043;Recepción Ilunion Atrium ;444437;4477671;24/7;2022-306
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;de la Hierbabuena;2;;;28039;CENTRO DEPORTIVO MUNICIPAL PLAYA VICTORIA ;440482;4478943;;2022-309
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;PASEO;de Plata y Castañar;7;;;28021;CENTRO DEPORTIVO MUNICIPAL PLATA Y CASTAÑAR ;438932;4466868;;2022-310
Otros;Privada;079;Madrid;CALLE;de la Costa Brava;16;;;28034;C.P. COSTA BRAVA 16 ;439448;4483246;;2022-317
Otros;Privada;127;Rozas de Madrid, Las;CALLE;Acanto;2bis;;;28231;INMHO MULTISERVICIOS,S.L. ;426977;4483410;24H;2022-321
Otros;Pública;079;Madrid;AVDA;de Pío XII;110;;;28036;UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ;442489;4480602;;2022-326
Otros;Pública;079;Madrid;AVDA;de Pío XII;110;;;28036;UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ;442489;4480602;24 HORAS;2022-330
Otros;Pública;079;Madrid;CALLE;de Fermín Caballero;18;;;28034;C.P.FERMIN CABALLERO B18 ;422193;4482526;;2022-328
Otros;Pública;079;Madrid;AVDA;de Pío XII;110;;;28036;UBICACION EN TRENES DE RENFE VIAJEROS. SEDE SOCIAL. ;442489;4480602;24 HORAS;2022-331
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Privada;006;Alcobendas;AVDA;de Bruselas;21;;;28108;Holmes place-Junto Recepción ;445994;4486906;;2022-332
Establecimiento dependiente de una Administración Pública;Pública;148;Torrejón de Ardoz;AVIA;Nacional II;0;;;28850;Turborreactores INSTITUTO NACIONAL TECNOLOGÍA AEROESPACIAL;459554;4481947;24H;2021-135
Instalaciones de transporte;Pública;092;Móstoles;CALLE;DENTRO DEL DEPÓSITO DE METRO DE LORANCA, NAVE DE MANTENIMIENTO DE;0;;;28938;TRENES. METRO DE MADRID;427642;4460830;;2021-269
Instalaciones de transporte;Pública;079;Madrid;AVDA;del Cerro Milano;0;;;28051;DENTRO DEL DEPÓSITO DE METRO DE VALDECARROS, NAVE DE MANTENIMIENT O DE TRENES. METRO DE MADRID;450260;4467015;;2021-270
Otros;Privada;002;Ajalvir;CALLE;Miño;12;;;28864;LASTRAS, S.L. ;459219;4483561;08:00-17:30;2021-310
Otros;Privada;079;Madrid;CALLE;CABIFY ESPAÑA SL;42;;;28002;;443115;4477803;;2021-384
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;de José Abascal;4;;;28003;FONDO ESPAÑOL GARANTIA AGRARIA ;440369;4476658;7-19;2021-386
Otros;Privada;014;Arganda del Rey;CTRA;de Campo Real;1,800;;;28500;HISPASAT CTRA DE PERALES DE TAJUÑA A CAMPO REAL;467776;4457892;24H;2021-389
Establecimiento dependiente de una Administración Pública;Pública;148;Torrejón de Ardoz;CALLE;Salvador Allende;7;;;28850;CENTRO CULTURAL FRONTERAS ;458718;4478860;24/7;2021-394
Establecimiento dependiente de una Administración Pública;Pública;148;Torrejón de Ardoz;AVDA;Constitución;65;;;28850;MUSEO DE LA CIUDAD ;459647;4478569;24/7;2021-395
Otros;Privada;079;Madrid;PLAZA;de la Independencia;4;;;28001;UBICACION DEA RECEPCION HERMES SL;441538;4474677;8:00 a 20:00;2021-910
Otros;Privada;079;Madrid;CALLE;UBICACION DEA RECEPCION;1;;;28001;;441567;4474694;;2021-911
Otros;Privada;079;Madrid;CALLE;UBICACION DEA PORTERIA EDIFICIO;41;;;28001;HERMES SL;441961;4475339;;2021-912
Otros;Privada;079;Madrid;CALLE;UBICACION DEA RECEPCION;21;;;28014;GENERALI SA;440644;4474390;H 8:00 a 20:00;2021-913
Otros;Privada;079;Madrid;AVDA;de Manoteras;20;;;28050;Edificio Sidney ;443298;4482140;;2022-3
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;PASEO;de la Castellana;259;;;28046;AMAZON WEB SERVICES ;441730;4480794;HORARIO OFICINAS;2022-29
Otros;Privada;065;Getafe;CALLE;Pitágoras;4;;;28906;MIMÓ PACK ;440046;4461070;L-V  6-22;2022-37
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;de Albarracín;31;B;;28037;PLANTA BAJA/ SEGURIDAD/JUZGADOS VIOLENCIA SOBRE LA MUJER ;446450;4476023;;2022-40
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;de Pradillo;62;B;;28002;OFICINA DE LA PLANTA BAJA ;443310;4477895;;2022-42
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;PLAZA;de Castilla;1;6;;28046;EN LA PLANTA 6 DERECHA D.G. INFRAESTRUCTURAS;441487;4479614;;2021-764
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;de Ferraz;1;;;28008;TEMPLO DEBOD ;439118;4475076;24H;2022-84
Otros;Privada;079;Madrid;CALLE;de San Martín de Porres;14;;;28035;DETRAS DE LA GARITA ;438232;4480236;;2022-110
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;Gran Vía;19;B;;28013;EN LA ZONA DE SEGURIDAD DE LA PLANTA BAJA ;440543;4474595;;2021-924
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;CALLE;de Emilio Muñoz;22;;;28037;PB DCHA JUNTO ASCENSOR ;446501;4475775;DE 8:00 A 20:00 DE LUNES A VIERNES;2018-2686
Otros;Privada;074;Leganés;CALLE;de Severo Ochoa;13;;;28914;Recepcion. ;436119;4463711;;2021-55
Otros;Privada;079;Madrid;CALLE;de Emilio Vargas;4;3;;28043;"PLANTA 3- COMMODITY CORNER ""D"" ";444434;4477619;7-20;2021-65
Centro educativo;Privada;068;Guadarrama;CALLE;Santa Emilia;72;;;28430;MURO HORMIGON JUNTO AL CAMPO DE FUTBOL COLEGIO SAN AGUSTÍN LOS NEGRALES;464288;4463875;;2021-95
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;de Prim;10;;;28004;BRETON DE LOS HERREROS CUARTEL GENERAL DEL EJÉRCITO DE TIERRA;441197;4474787;;2021-234
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;CALLE;de Trespaderne;10;1ª;;28042;EN RECEPCIÓN FEDEZ SPAIN S.L.;450747;4478072;L a V 8h a 18h;2021-330
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;CALLE;Vía de los Poblados;13;;;28033;2ª PLANTA AL LADO DEL CUARTO ELÉCTRICO ;446364;4480552;;2020-172
Otros;Privada;115;Pozuelo de Alarcón;CMNO;Cerro de los Gamos;1;;;28224;BMC SOFTWARWE SA ;431310;4479330;L a J 9:00 a 18:30 - V 9-15  VERANO 8-15;2019-2541
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;CALLE;de Eduardo Barreiros;110;;;28041;FABRICA ZONA MONTAJE LADO MAQUINA CAFE ZONA LOGISTICA PEUGEOT CITROEN AUTOMOVILES ESPAÑA SA;440262;4467689;24 horas;2021-473
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;CALLE;de Eduardo Barreiros;110;;;28041;PARED MANTENIMIENTO MONTAJE PEUGEOT CITROEN AUTOMOVILES ESPAÑA S.A.;440262;4467689;24 HORAS;2021-474
Otros;Privada;079;Madrid;CALLE;COMUNDAD DE PROPIETARIOS 86A;86;;;28006;;442037;4475816;;2021-918
Centro educativo;Pública;074;Leganés;AVDA;Gregorio Peces Barba;1;BAJA;;28919;PARQUE CIENTIFICO. FRENTE CONSERJERÍA JUNTO ASCENSOR UNIVERSIDAD CARLOS III DE MADRID;436739;4467374;8-21;2018-454
Centro educativo;Pública;074;Leganés;AVDA;Universidad;30;;;28911;RECEPCIÓN BIBLIOTECA REY PASTOR UNIVERSIDAD CARLOS III CAMPUS LEGANES;434845;4464863;9-21H ;2018-1846
Aeropuertos;Pública;079;Madrid;AVDA;de la Hispanidad;0;;;28042;Patio Carrillos T123 Patio Sur T1 Aeropuerto Adolfo Suarez Madrid-Barajas;449721;4482599;;2022-19
Otros;Privada;079;Madrid;AVDA;Real de Pinto;28;BJ;;28021;AUTOESCUELA RIFE ;440023;4466449;;2022-26
Centro educativo;Pública;079;Madrid;CALLE;de Esteban Carros;37;;;28053;E.I. LOS DELFINES ;444172;4469425;;2022-27
Grandes establecimientos comerciales con una superficie superior a 2500 m2;Privada;079;Madrid;CALLE;de Adolfo Bioy Casares;2;1;;28051;PLANTA 1 - FRENTE ASEOS ;449257;4468776;de L a D  de 10:00 a 22:00;2018-2941
Otros;Privada;079;Madrid;CALLE;de Manuel Tovar;35;;;28034;Planta Segunda ;441446;4482233;;2022-66
Otros;Privada;079;Madrid;CALLE;de Manuel Tovar;35;2ª;;28034;EN RECEPCIÓN A LA DERECHA DE LA ENTRADA MARKTEL GLOBAL SERVICES S.A.;441446;4482233;8-0;2018-2454
Otros;Privada;104;Paracuellos de Jarama;CMNO;Cuesta del Río;2;;;28860;camino de rosales s/n con camino cuesta del rio 2 PARQUE DE MAQUINARIA DE TERRATEST-Pasillo principal;454231;4483478;;2022-92
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;del General Castaños;1;B;;28004;TRIBUNAL SUPERIOR DE JUSTICIA. ENTRADA PLAZA SALESAS ;441190;4475128;;2021-567
Otros;Privada;079;Madrid;CALLE;de Valderrebollo;5;;;28031;Zona enfermeria ;446744;4469311;;2022-145
Establecimiento hotelero con más de 100 plazas;Privada;079;Madrid;CALLE;de Moratín;52;;;28014;Back office Hotel ;441108;4473775;24H;2022-184
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Pública;130;San Fernando de Henares;CALLE;Eugenia de Montijo;0;;;28830;POLIDEPORTIVO MUNICIPAL M3 ;455165;4475639;16-22;2022-209
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;de Albarracín;31;2;;28037;PLANTA SEGUNDA/ JUZGADOS VIOLENCIA SOBRE LA MUJER ;446450;4476023;;2022-39
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;del Cerro de Almodóvar;9;;;28031;CDM CERRO ALMODOVAR ;448922;4470324;;2022-233
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;de las Canarias;17;;;28045;CDM CENTRO INTEGRADO ARGANZUELA ;440982;4472633;;2022-234
Otros;Privada;079;Madrid;CALLE;de Emilio Vargas;4;;;28043;"PLANTA 6 - COMMODITY CORNER ""D"" ";444434;4477619;7-20;2021-64
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;PASEO;de los Melancólicos;14;BAJA;;28005;INTERNATIONAL DEVELOPMENT RESOURCES AS SERVICE ;438871;4473152;;2021-78
Otros;Privada;079;Madrid;CALLE;de Carlos San José;4;;;28023;CIMODIN SL ;433681;4479602;;2021-282
