tipo_establecimiento;tipo_titularidad;municipio_codigo;municipio_nombre;direccion_via_codigo;direccion_via_nombre;direccion_portal_numero;direccion_piso;direccion_puerta;direccion_codigo_postal;direccion_ubicacion;direccion_coordenada_x;direccion_coordenada_y;horario_acceso;codigo_dea
Otros;Privada;127;Rozas de Madrid, Las;CALLE;Chile;8;;;28290;OFICINA 103. ZONA DE VENDING, A LA DERECHA DE LA ENTRADA SODEXO IBERIA SA;423946;4488551;;2017-266
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;CALLE;de Titán;13;2ª;;28045;INICIO DE PASILLO IZQUIERDO COMPAÑÍA LOGÍSTICA DE HIDROCARBUROS;442287;4471376;;2017-274
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Privada;079;Madrid;CALLE;de Silvano;77;;;28043;CENTRO COMERCIAL PALACIO DE HIELO - PISTA DE PATINAJE ;445920;4479352;DE 10 A 22:30 DE 15-09 AL 30-05;2017-287
Grandes establecimientos comerciales con una superficie superior a 2500 m2;Privada;080;Majadahonda;CALLE;Moreras;2;;;28222;JUNTO A ASEOS Y SEGURIDAD CENTRO COMERCIAL CENTRO OESTE;426289;4478365;24 HORAS;2017-299
Centro de trabajo con más de 250 trabajadores;Privada;092;Móstoles;CALLE;Federico Cantero Villamil;4;BAJA;;28933;EN EL SERVICIO MÉDICO, PLANTA BAJA EDIFICIO PRINCIPAL THYSSENFRUPP MANUFACTURING SPAIN slu;425219;4466059;;2017-312
Centro de trabajo con más de 250 trabajadores;Privada;092;Móstoles;CALLE;Federico Cantero Villamil;;BAJA;;28933;PASILLO QUE CONECTA AMBAS ENTRADAS AL EDIFICIO, `PLANTA BAJA EDIFICIO PRINCIPAL THYSSENKRUPP MANUFACTURING SPAIN;425219;4466059;;2017-313
Centro de trabajo con más de 250 trabajadores;Privada;092;Móstoles;CALLE;Federico Cantero Villamil;;BAJA;;28933;NAVE DE LOGÍSTICA. ACCESO DE OFICINAS PLANTA BAJA A ZONA ALMACÉN THYSSENKRUPP MANUFACTURING SPAIN;425219;4466059;;2017-314
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;del Hierro;27;;;28045;PUESTO DE INFORMACIÓN DE LA OFICINA AGENCIA TRIBUTARIA DE MADRID;441400;4471346;DE 8 A 17;2017-323
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;de Raimundo Fernández Villaverde;32;;;28003;PUESTO DE CONTROL DE LA OFICINA ORGANISMO AUTÓNOMO AGENCIA TRIBUTARIA DE MADRID;440731;4477507;DE 8 A 17;2017-324
Otros;Privada;079;Madrid;AVDA;de Los Rosales;36;;;28041;PLANTA BAJA JUNTO A RECEPCIÓN PARCESA. TANATORIO M-40;441859;4468270;24 HORAS;2017-329
Establecimiento público con aforo igual o superior a 2000 personas;Privada;079;Madrid;AVDA;de Miraflores;S/N;;;28035;EN CHALET DE TENIS REAL CLUB DE LA PUERTA DE HIERRO;437668;4478955;7 A 22;2017-340
Establecimiento público con aforo igual o superior a 2000 personas;Privada;079;Madrid;AVDA;de Miraflores;S/N;;;28035;EN CHALET INFANTIL REAL CLUB DE PUERTA DE HIERRO;437668;4478955;7 A 22;2017-341
Establecimiento hotelero con más de 100 plazas;Privada;079;Madrid;CALLE;de O'Donnell;53;-1;;28009;HOTEL NOVOTEL CENTER MADRID SÓTANO;442976;4474767;24 H;2017-379
Otros;Privada;113;Pinto;CALLE;Cormoranes;18;BAJA;;28320;POLÍGONO INDUSTRIAL LA ESTACIÓN. EN LA ENTRADA HYDRO EXTRUSIÓN SPAIN SA;439853;4455724;24 H L A V;2017-397
Centro de trabajo con más de 250 trabajadores;Privada;127;Rozas de Madrid, Las;CALLE;Pollensa;6;BAJA;;28290;DENTRO DE LA SALA CENTRAL RECEPTORA DE ALARMAS CRAS TYCO TYCO INTEGRATED SECURITY;424697;4487171;8.30-18;2017-398
Centro educativo;Privada;002;Ajalvir;CTRA;de Torrejón;km 3,5;;;28864;EN EL SERVICIO MÉDICO INDUSTRIA DE TURBO PROPULSORES SA;459254;4486696;7.30-23.30;2017-408
Otros;Privada;079;Madrid;PASEO;de la Castellana;79;;;28046;RECEPCIÓN DEL EDIFICIO PONTEGADEA INMOBILIARIAS.L.;441267;4477653;24 H;2017-416
Centro educativo;Privada;115;Pozuelo de Alarcón;AVDA;Radio y Televisión;2;;;28223;PLANTA BAJA. PABELLÓN DEPORTIVO COLEGIO INSTITUTO VÉRITAS;432934;4474129;;2017-278
Centro educativo;Privada;079;Madrid;CALLE;de Gómez de Arteche;28;;;28044;EDIFICIO DE PRIMARIA COLEGIO AMORÓS;435781;4469013;;2017-279
Centro educativo;Privada;079;Madrid;CALLE;de Alcalá;589;;;28022;EN EL HALL DE LA ENTRADA PRINCIPAL COLEGIO NUESTRA SEÑORA DE LAS NIEVES;447938;4477440;DE 9 A 18;2017-285
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;de Maudes;17;;;28003;HALL DE ENTRADA. SECRETARÍA GENERAL TÉCNICA CONSEJERÍA DE TRANSPORTES, VIVIENDA E INFRAESTRUCTURAS;440544;4477443;;2017-293
Otros;Privada;079;Madrid;CALLE;de Velázquez;63;;;28001;HALL DE ENTRADA DEL EDIFICIO PRINCIPAL HERBERT SMITH FREEHILLS SPAINLLP;441981;4475659;;2017-297
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;del Sacramento;1;;;28005;PUESTO DE CONTROL DE SEGURIDAD ORGANISMO AUTÓNOMO AGENCIA TRIBUTARIA DE MADRID;439708;4473987;8 A 17;2017-326
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Pública;127;Rozas de Madrid, Las;CMNO;Garzo;79;;;28290;EN SERVICIO MÉDICO DE POLIDEPORTIVO MUNICIPAL SAN JOSÉ DE LAS MATAS. AYUNTAMIENTO DE LAS ROZAS;424966;4489677;8 A 22:30;2017-359
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;AVDA;de Burgos;109;;;28050;EDIFICIO CASER CASER SEGUROS;443381;4483120;8-20;2017-387
Centro educativo;Privada;115;Pozuelo de Alarcón;CALLE;PABELLÓN DE MAYORES. A LA SALIDA AL PATIO. CERCA DE ENFERMERIA;7;;;;COLEGIO SAN JOSÉ DE CLUNY;431712;4477782;;2017-406
Otros;Privada;049;Coslada;CALLE;de las Américas;6;1ª;;28823;EN EL RELLANO PUERTA IZQUIERDA MOLDTRANS;455170;4476009;9-13 15.30-18 L A V;2017-410
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Pública;079;Madrid;CALLE;de Valdebernardo;2;;;28030;CENTRO DEPORTIVO MUNICIPAL MORATALAZ.HALL DE ENTRADA AYTO. MORATALAZ;446330;4472168;;2018-20
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Pública;079;Madrid;PASEO;del Polideportivo;3;1ª;;28032;CENTRO DEPORTIVO MUNICIPAL VICALVARO.PASILLO HALL AYTO. MADRID;448797;4473372;;2018-24
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Pública;079;Madrid;AVDA;de Monforte de Lemos;38-A;;;;CENTRO DEPORTIVO MUNICIPAL LA VAGUADA. EN HALL DE ENTRADA AYTO. MADRID;439897;4481184;;2018-26
Centro educativo;Privada;025;Brea de Tajo;CTRA;M-221 (Brea al Límite de Provincia);;BAJA;;28596;KM 26,400. CENTRO RESIDENCIAL DE MENORES CAMPUS UNIDOS.  ENTRADA GINSO;487140;4452580;24 H;2018-50
Centro educativo;Privada;025;Brea de Tajo;CTRA;de M-221 (Brea-Valdaracete);;BAJA.;;28596;KM 26,300. CENTRO DE MENORES INFRACTORES TERESSA DE CALCUTA SALA DE COORDINADORES.  GINSO;487140;4452580;;2018-51
Otros;Privada;079;Madrid;CALLE;de la Retama;7;;;28045;EN EL HALL DE LA ENTRADA HERMANDAD NACIONAL DE ARQUITECTOS SUPERIORES Y QUÍMICOS;442622;4471678;24 H;2018-78
Otros;Privada;079;Madrid;AVDA;de Manoteras;32;4ª;;28050;ZONA MIXTA ASEFA SEGUROS Y REASEGUROS;443590;4482121;;2018-85
Centro educativo;Privada;127;Rozas de Madrid, Las;CALLE;Clara Campoamor;1;;;28232;DESFIBRILADOR MÓVILA GREDOS SANDIEGO S. COOP. MAD;425307;4483868;24H;2018-104
Establecimiento dependiente de una Administración Pública;Pública;008;Aldea del Fresno;PLAZA;Constitución;1;BAJA;;28620;PLANTA BAJA JUNTO AL MOSTRADOR DE RECEPCIÓN DEPENDENCIAS MUNICIPALES. AYUNTAMIENTO DE ALDEA DEL FRESNO;397786;4464496;;2017-232
Otros;Privada;079;Madrid;PLAZA;del Marqués de Salamanca;8;;;28006;PLANTA BAJA, JUNTO A GARITA DE VIGILANATE EMPRESA DE TRANSFORMACIÓN AGRARIA SA;442393;4475766;L A V 8 A 18;2017-240
Otros;Privada;074;Leganés;CTRA;N-401 (Madrid-Toledo);km 6,8;;;28919;PLANTA BAJA, JUNTO A RECEPCIÓN EMPRESA DE TRANSFORMACIÓN AGRARIA;438614;4467962;L A V DE 8 A18:30;2017-241
Centro de trabajo con más de 250 trabajadores;Pública;079;Madrid;CALLE;de la Castellana;278;CERO;;28032; ICEX ESPAÑA EXPORTACIÓN E INVERSIONES;441844;4480778;TODO EL DÍA;2017-268
Centro de trabajo con más de 250 trabajadores;Pública;079;Madrid;PASEO;de la Castellana;278;SEGUND;;28046; ICEX ESPAÑA EXPORTACIÓN E INVERSIONES;441844;4480778;TODO EL DÍA;2017-269
Otros;Privada;079;Madrid;CTRA;M-607 Colmenar Viejo;13;;;;KM 13,300 COLEGIO SAN FERNANDO VIA SERVICIO M-607 Edificio BL BANCO DE ALIMENTOS DE MADRID;441586;4486803;;2017-270
Otros;Privada;079;Madrid;CTRA;de Villaverde a Vallecas;3,5;;;;RECEPCIÓN PLANTA BAJA MERCAMADRID NAVES 1, 8, 10 Y 11 BANCO DE ALIMENTOS DE MADRID;442022;4468365;;2017-271
Otros;Privada;005;Alcalá de Henares;BULEV;de Buenos Aires;3;;;28806;PLANTA BAJA RECEPCIÓN POLÍGONO CAMPORROSO BANCO DE ALIMENTOS DE MADRID;465311;4484544;;2017-272
Otros;Privada;007;Alcorcón;CALLE;Petróleo;9;;;28925;.. BANCO DE ALIMENTOS DE MADRID;432092;4467210;;2017-273
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;AVDA;de Asturias;28;BAJA;;28029;VESTÍBULO PRINCIPAL. D.G. VIVIENDA Y REHABILITACIÓN CONSEJERÍA TRANSPÒRTES, VIVIENDA E INFRAESTRUCTURAS;441104;4480078;;2017-291
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;de Braganza;3;BAJA;;28025;D.G. VIVIENDA Y REHABILITACIÓN CONSEJERÍA TRANSPORTES, VIVIENDA E INFRAESTRUCTURAS;438796;4470696;;2017-292
Centro educativo;Pública;087;Molinos, Los;CALLE;Calvario;20;BAJA;;28460;HALL DE ACCESO A DESPACHOS DE DIRECCIÓN CEIP DIVINO MAESTRO;408920;4507606;;2017-298
Centro educativo;Privada;006;Alcobendas;CTRA;COLEGIO SUIZO DE MADRID;14;;;;KM 14 CARRETERA DE BURGOS;444540;4485796;;2017-302
Centro educativo;Pública;075;Loeches;AVDA;de Argentina;2;;;28890;EN PARED IZQUIERDA DEL HALL PRINCIPAL DE ENTRADA CEIP DUQUE DE ALBA;464903;4469980;;2017-303
Centro educativo;Privada;079;Madrid;CALLE;de Babilonia;19;;;28042;HALL DE ENTRADA JUNTO A CAPILLA COLEGIO SAN PEDRO APÓSTOL;450184;4479866;HORARIO ESCOLAR;2017-305
Otros;Privada;006;Alcobendas;CALLE;km 20. TANATORIO DE LA PAZ. PLANTA BAJA JUNTO A RECEPCIÓN;;;;;PARCESA;440886;4492165;24 HORAS;2017-307
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Privada;080;Majadahonda;CALLE;Azafrán;4;BAJA;;28222;POLÍGONO COMERCIAL EL CARRALERO GIMNASIO FÍSICO. EN EL HALL DE ENTRADA;426358;4478639;;2017-392
Centro educativo;Privada;115;Pozuelo de Alarcón;CALLE;PABELLÓN DE MENORES. A LA ENTRADA, EN PORTERÍA;7;;;;COLEGIO SAN JOSÉ DE CLUNY;431712;4477782;;2017-407
Otros;Privada;079;Madrid;CALLE;de Méjico;53;;;28028;EN LA CLÍNICA FUNDACIÓN APÓSTOL SANTIAGO;443034;4476639;9-19;2017-421
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;AVDA;de Manoteras;52;;;28050; EVERIS SPAIN;443910;4480048;;2017-430
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;AVDA;de Manoteras;52;;;28050; EVERIS SPAIN;443910;4482048;;2017-431
Otros;Privada;079;Madrid;CALLE;de Ferraz;8;;;28008;CENTRO DE DÍA PARA MAYORES INNOVAZIÓN RECURSOS GERIÁTRICOS;439350;4475051;;2018-59
Centro de trabajo con más de 250 trabajadores;Privada;045;Colmenar Viejo;AVDA;de los Reyes;1;;;28770;PLANTA BAJA, A LA ENTRADA (NIVEL 2) POLIGONO INDUSTRIAL LA MINA NORTE. PHARMA MAR;436265;4500939;24 H;2018-117
Centro educativo;Privada;079;Madrid;PASEO;de Santa María de la Cabeza;115;BAJA;;28026;EN EL PASILLO PRINCIPAL COLEGIO SAGRADO CORAZÓN PP CAPUCHINOS;439755;4471329;;2018-118
Centro educativo;Privada;079;Madrid;CALLE;de Gaztambide;91;BAJA;;28003;FUNDACIÓN EDUCATIVA SANTO DOMINGO ;439237;4476960;7-20;2018-121
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;CALLE;de la Castellana;18;3ª;;28032;DEUTSCHE BANK ;441554;4475571;8-14 L A V;2018-132
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;CALLE;de Rosario Pino;14;1ª;;28020;DEUTSCHE BANK ;441258;4479330;8-14 L A V;2018-134
Establecimiento dependiente de una Administración Pública;Pública;049;Coslada;CALLE;de Juan de Herrera;2;;;28823;CENTRO DE MAYORES J.L. SAMPEDRO. AYUNTAMIENTO COSLADA EN EL HALL DE ENTRADA;454689;4476954;L A V DE 10 A 21. SY D 10 A 14 Y 16:30 A 20:30;2017-227
Establecimiento dependiente de una Administración Pública;Pública;049;Coslada;AVDA;Francfort;2;;;28822;CENTRO DE MAYORES CIUDAD 70. AYUNTAMIENTO COSLADA ENEL HALL DE ENTRADA;454139;4474537;L A V DE 10 A 21 S Y D DE 10 A 14 Y 16:30 A 20:30;2017-229
Centro educativo;Pública;079;Madrid;CTRA;de Somontes al Palacio de la Real Quinta;1;;;28048;EN CONSEJERÍA A ENTRADA DEL CENTRO JUNTO DESPACHO DUES CPEE LA QUINTA;437448;4484120;;2017-290
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Privada;015;Arroyomolinos;CALLE;Madrid;31;;;28939;JUNTO A RECEPCIÓN COMPLEJO DEPORTIVO LA DEHESA;422352;4458531;;2017-309
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;CALLE;de Antonio López;247;QUINTA;;28041;PELICAN ROUGE SOLUTIONS SA ;441010;4469855;;2017-311
Establecimiento dependiente de una Administración Pública;Pública;152;Torrelodones;PLAZA;de la Constitución;1;BAJA;;28250;ALCALDÍA AYUNTAMIENTO DE TORRELODONES;421344;4492062;730 A 15;2017-331
Establecimiento dependiente de una Administración Pública;Pública;152;Torrelodones;PASEO;Joaquín Ruiz Giménez;26;;;28250;"CAMPO DE FÚTBOL MUNICIPAL ""JULIÁN ARIZA"". EN SALA DE REUNIONES EDIFICIO VESTUARIOS. AYUNTAMIENTO TORRELODONES";421957;4491745;DURANTE USO DE ACTIVIDAD;2017-332
Instalaciones de transporte;Pública;079;Madrid;PLAZA;del Emperador Carlos V;1;;;28012;ESTACIÓNDE ATOCHA. AVE. ZONA EMBARQUE AVE 1ª PLANTA JUNTA ATN. CLIENTE  - ADIF;441376;4473078;0 A 24;2017-343
Instalaciones de transporte;Pública;079;Madrid;CALLE;de Agustín de Foxá;46;;;28036;ESTACIOÓN RENFE DE CHAMARTÍN. VSTÍBULO PRINCIPAL JUNTO A ATENCIÓN AL CLIENTE.   ADIF;442188;4480443;0 A 24;2017-344
Otros;Privada;134;San Sebastián de los Reyes;CTRA;M-111 (Paracuellos a Fuente El Saz);km 15;;;;PLANTA PRINCIPAL. CUARTO DE ENFERMERÍA ASOCIACIÓN DE PADRES DE PERSONAS CON AUTISMO;452601;4492898;24 H;2017-395
Centro de trabajo con más de 250 trabajadores;Privada;127;Rozas de Madrid, Las;CALLE;Pollensa;6;1ª;;28290;RELLANO PLANTA 1 TYCO INTEGRATED SECURITY;424697;4487171;;2017-399
Centro de trabajo con más de 250 trabajadores;Privada;084;Mejorada del Campo;CALLE;del Tajo;8;;;28840;EN RECEPCIÓN, SALA DE ESPERA EN LA ENTRADA KUEHNE & NAGEL;458853;4470556;8-18;2017-417
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;CALLE;de Martínez Villergas;49;5;V;28027;EN HALL ASCENSORES 5ª PLANTA ALSTOM;444205;4477246;24 H;2017-432
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;CALLE;de Santa Engracia;67-69;4;;; PELAYO MUTUA DE SEGUROS;440739;4476204;8-20 L A V;2017-433
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;CALLE;de Santa Engracia;67-69;BAJA;;; PELAYO MUTUA DE SEGUROS;440739;4476204;;2017-434
Otros;Privada;079;Madrid;AVDA;del General Perón;27;7ª;;28020;ZONA COCINA ALLIANZ GLOBAL CORPORATE & SPECIALITY;441126;4478303;7-300A021;2018-66
Otros;Privada;079;Madrid;CALLE;de la Ribera del Loira;42;BAJA;;28042;JUNTO A SERVICIO MÉDICO FERROVIAL AGROMAN;447321;4479257;;2018-80
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Privada;022;Boadilla del Monte;CALLE;Impresores;10;;;28660;HALL PRINCIPAL FRENTE A ASCENSORES VITA 10 PADEL INDOOR;428143;4472092;9-22;2018-115
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Privada;022;Boadilla del Monte;AVDA;de la Condesa de Chinchón;107;;;28660;EN HALL PRINCIPAL, JUNTO A MOSTRADOR DE INFORMACIÓN REPUBLIC SPACE;424266;4472414;;2018-116
Otros;Privada;079;Madrid;CALLE;de Tutor;8;BAJA;;28008;CALL CENTER OCASO;439419;4475334;7-17.30 NOV A ABR. 8-15 MAYO A OCTUBRE;2018-138
Otros;Privada;079;Madrid;CALLE;Transversal Tercera;;;;28021;ÚLTIMA NAVE OCASO SA;440849;4465198;8-15 8-17.30;2018-139
Otros;Privada;079;Madrid;CALLE;de Fuencarral;107;3ª;;28004;OCASO SA ;440416;4475588;8-15 Y 8-17.30;2018-140
Otros;Privada;079;Madrid;CALLE;de la Princesa;23;BAJA;;28008;OCASO SA ;439453;4475376;8-15 8-17.30;2018-141
Otros;Privada;079;Madrid;CALLE;de la Princesa;23;1ª;;28008;OCASO SA ;439453;4475376;8-15 8-17.30;2018-142
Otros;Privada;079;Madrid;CALLE;de la Princesa;23;5ª;;28008;OCASO SA ;439453;4475376;8-15 8-17.30;2018-143
Otros;Privada;079;Madrid;CALLE;de la Princesa;23;8ª;;28008;OCASO SA ;439453;4475376;8-15 8-17.30;2018-144
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Privada;080;Majadahonda;CALLE;Fresa;14;;;28222;PISTA DE HIELO DE MAJADAHONDA ;426036;4478462;;2018-146
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Privada;113;Pinto;CALLE;PINTOPADEL;20;;;;;441076;4480100;;2018-150
Centro educativo;Privada;079;Madrid;CALLE;de la Costa Brava;4;BAJA;;28034;COLEGIO FOMENTO EL PRADO ;440446;4483232;L A V 9.30 - 17;2018-151
Otros;Privada;049;Coslada;CALLE;de los Llanos de Jerez;9;;;28823;RECEPCIÓN DE LA EMPRESA TOYOTA;453606;4476466;8-18;2018-152
Centro educativo;Privada;123;Rivas-Vaciamadrid;CALLE;de Junkal;4;;;28522;HALL DE ENTRADA JUNTO DESPACHO DIRECCIÓN COLEGIO LUYFERIVAS;454095;4467546;7-20;2018-153
Otros;Pública;079;Madrid;CALLE;de Serrano Galvache;8;;;28033;AL LADO DE LA CENTRALITA INSTITUTO EDUARDO TORROJA;443181;4480270;7-21;2018-154
Centro educativo;Privada;079;Madrid;CALLE;de la Costa Brava;4;;;28034;JUNTO AL GIMNASIO COLEGIO EL PRADO;440440;4483232;L A V 9.30-17;2018-155
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;de Orense;60;;;28020;HALL DE ENTRADA. SECRETARÍA GENERALTÉCNICA CONSEJERÍA DE TRANSPORTES, VIVIENDA E INFRAESTRUCTURAS;441174;4479054;;2017-294
Otros;Privada;079;Madrid;CALLE;de Ayala;28;;;28001;A LA ENTRADA, A LA IZQUIERDA, JUNTO A PUESTOS 93 A 96  (ALLIMENT. SANABRIA) MERCADO DE LA PAZ;441826;4475411;9 A 20;2017-295
Otros;Privada;079;Madrid;CALLE;de la Encomienda de Palacios;235;BJA;;28030;EN LA ENTRADA FUNDACIÓN ALAS MADRID;446050;4472104;;2017-330
Establecimiento dependiente de una Administración Pública;Pública;152;Torrelodones;AVDA;de Rosario Manzaneque;1;BAJA;;28250;CASA DE CULTURA AYUNTAMIENTO DE TORRELODONES;419036;4492529;L A S ;2017-333
Establecimiento dependiente de una Administración Pública;Pública;152;Torrelodones;PLAZA;de José María Unceta;4;BAJA;;28250;POLIDEPORTIVO MUNICIPAL AYUNTAMIENTO TORRELODONES;420499;4492499;L A V MAÑANA Y TARDE;2017-334
Establecimiento dependiente de una Administración Pública;Pública;152;Torrelodones;AVDA;de Torrelodones;8;BAJA;;28250;TORREFORUM AYUNTAMIENTO DE TORRELODONES;420056;4492221;L A S MAÑANA Y TARDE;2017-336
Establecimiento público con aforo igual o superior a 2000 personas;Privada;079;Madrid;AVDA;de Miraflores;s/n;;;28035;EN LA TIENDA (CHALET SOCIAL) REAL CLUB DE LA PUERTA DE HIERRO;437668;4478955;de 7 a 22;2017-339
Otros;Privada;079;Madrid;CALLE;km 18,5 EN RECEPCIÓN, JUNTO A LA ENTRADA;;;;;CAMPING PISCIS;441662;4517676;;2017-361
Otros;Privada;079;Madrid;PLAZA;de Pablo Ruiz Picasso;1;17;;28020;TORRE PICASSO. PLANTA 17 RECEPCIÓN OFICINAS DE VISA VISA EUROPE;441253;4477979;9-19 V 9-15;2017-419
Otros;Privada;079;Madrid;AVDA;de Córdoba;21;2;3;28026;ENTRADA PUERTA DIRECCIÓN ALIMENTACIÓN COLEGIOS EMPRESAS;440798;4470581;8.30-18;2017-422
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Pública;079;Madrid;CALLE;CENTRO DEPORTIVO MUNICIPAL PALOMERAS (2). EN HALL DE ENTRADA;4;;;;AYUNTAMIENTO DE MADRID;446207;4470415;;2018-7
Centro de trabajo con más de 250 trabajadores;Privada;134;San Sebastián de los Reyes;AVDA;de los Montes de Oca;1;;;28703;HALL DE ENTRADA TECNATOM SA;447846;4489348;HORARIO DE TRABAJO;2018-61
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;CALLE;de Cifuentes;S/N;BAJA;;28021;JUNTO A SERVICIO MÉDICO THYSSENKRUPP ELEVADORES;440760;4466624;;2018-62
Otros;Privada;065;Getafe;CALLE;del Diseño;20;;;28906;HALL ENTRADA.  ENTRE PTA DE ENTRADA AL CT Y PTA SALA 1OS AUXILIOS COMSA INSTALACIONES Y DISEÑOS INDUSTRIALES POLÍGONO INDUSTRIAL LO;441891;4463405;;2018-71
Otros;Privada;079;Madrid;CALLE;de Julián Camarillo;8 A;;;;HALL ENTRADA ZONA A Y B. EN PARED IZQUIERDA. COMPSA CORPORACIÓN DE INFRAESTRUCTURAS;446420;4476097;;2018-72
Otros;Privada;115;Pozuelo de Alarcón;PASEO;Club Deportivo;1;BAJA;;28223;LABORATORIOS INDAS ;432061;4474590;;2018-83
Centro educativo;Pública;005;Alcalá de Henares;CALLE;Torrelaguna;29;;;28806;<EN HALL DEL COLEGIO JUNTO A CONSERJERÍA CEIP GARCÍA LORCA;468344;4482055;9-18;2018-87
Centro de trabajo con más de 250 trabajadores;Pública;079;Madrid;CALLE;km 7,5. EDIFICIO PRINCIPAL INIA;;2ª;;;INSTITUTO NCANL INVESTIG. Y TECNOLOGL AGRARIA Y ALIMENTARIA;436395;4478535;;2018-137
Otros;Privada;079;Madrid;CALLE;de la Castellana;21;1ª;;28032;ETERNA ASEGURADORA ;441459;4475588;8-15 8-17.30;2018-145
Otros;Privada;079;Madrid;PASEO;de la Castellana;184;BAJA;;28032;JACOBS SPAIN TRAS LA ZONA DE RECEPCIÓN;441634;4479167;;2018-157
Centro educativo;Privada;079;Madrid;CALLE;de Peironcely;7;;;28053;EN EL VESTÍBULO, JUNTO A LA ENTRADA PRINCIPAL COLEGIO LICEO CÓNSUL;443123;4470368;;2017-281
Centro educativo;Pública;005;Alcalá de Henares;CALLE;Luis de Medina;12;;;28805;UBICADO EN VESTÍBULO JUNTO A HALL DE ENTRADA PRINCIPAL COLEGIO LOPE DE VEGA;469745;4482227;;2017-282
Centro educativo;Privada;162;Valdeolmos-Alalpardo;CALLE;de Alcalá (Alalpardo);23;;;28130;COLEGIO ÁRULA. UBICACIÓN EN LA ENTRADA DEL COLEGIO REDVITAL SALUD;460013;4497455;L A V DE 7 A 21. S DE 9 A 14 PERIODO LECTIVO;2017-317
Centro educativo;Privada;005;Alcalá de Henares;AVDA;de Pasionistas;10;;;28806;COLEGIO SAN GABRIEL. UBICADO EN LA ENTRADA REDVITAL SALUD;467796;4482656;7:30 A 18 PERIODO LECTIVO;2017-320
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Pública;127;Rozas de Madrid, Las;CALLE;Comunidad de La Rioja;4;;;28231;EN EL SERVICIO MÉDICO DEL POLIDEPORTIVO MUNICIPAL ALFREDO ESPINIELLA.  AYUNTAMIENTO DE LAS ROZAS;425230;4482708;8 A 22;2017-353
Otros;Privada;079;Madrid;CALLE;de Méndez Álvaro;58;;;28045;VIA CELERE MÉNDEZ ÁLVARO. CASETA DE OBRA ;442129;4472039;24 H;2017-384
Otros;Privada;127;Rozas de Madrid, Las;CALLE;José Echegaray;20;1;;28232;PASILLO PLANTA 1ª JUNTO A SALIDA EMERGENCIA ALPHABET ESPAÑA;424552;4486548;L-J 8:30 A18 V 8:30 A 14:30;2017-393
Centro educativo;Privada;006;Alcobendas;CALLE;RECEPCIÓN DEL COLEGIO;9;;E;;KING´S INFANT SCHOOL;443277;4479591;9-18;2017-414
Centro educativo;Privada;006;Alcobendas;PASEO;de Alcobendas;5;;;28109;RECEPCIÓN DEL COLEGIO KING´S COLLEGE SCHOOL;446632;4486360;9-18;2017-415
Otros;Privada;079;Madrid;AVDA;de Burgos;19;;;28036;EN EL HALL DE LA ENTRADAHDAD. NCNAL. DE ARQUITECTOS SUP Y TÉCNICOS;442691;4480572;24 H;2017-423
Otros;Privada;079;Madrid;CALLE;de María de Molina;54;;;28006;EN EL HALL DE LA ENTRADA HNA;442334;4476522;24 H;2017-424
Establecimiento dependiente de una Administración Pública;Pública;177;Villanueva del Pardillo;PLAZA;Mayor;1;;;28229;AYUNTAMIENTO VILLANUEVA DEL PARDILLO;418267;4482655;24 H;2018-2
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;CALLE;del Pintor El Greco;4;1ª;;28040;HALL JUNTO PERSONAL SEGURIDAD,SG INST.PATRIM.CULTURAL ESPAÑA CIUDAD UNIVERSITARIA;437676;4476983;24 H;2018-49
