FID,ogc_fid,wkb_geometry,name,description,timestamp,begin,end,altitudemode,tessellate,extrude,visibility,draworder,icon
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d05,3917869,POINT (372472.897222962 4064435.9859429547),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Av. Andalucía,4<br /> <b>N° Plazas: </b> 12<br/> <b>Descripción:</b> Esq. Cl. Nazareno del Paso ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d04,3917870,POINT (373456.82808733755 4067998.9140480747),	 APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Alcalde Nicolás Maroto,13<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> Esq. con Cl. Jerez Perchet ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d03,3917871,POINT (370483.7388380341 4065074.7200522404),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Pedro Espinosa,4<br /> <b>N° Plazas: </b> 4<br/> <b>Descripción:</b> Esq. con Av. Carlos Haya ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d02,3917872,POINT (372002.04412501503 4062967.6569697554),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Pintor de la Fuente Grima,58<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> Esq. con Paseo Antonio Machado ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d01,3917873,POINT (368903.3462641124 4065417.9258394623),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Manuel Rivadeneyra,<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> Esq. con Cl. Corregidor Horacio Coppola ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5d00,3917874,POINT (372827.99962470256 4064042.0001831115),	 APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Alameda de Colón,19<br /> <b>N° Plazas: </b> 5<br/> <b>Descripción:</b> Esq. Av. Manuel Agustín Heredia ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5cff,3917875,POINT (370072.5396718193 4063725.6430397592),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Cristobal de Villalón,11<br /> <b>N° Plazas: </b> 6<br/> <b>Descripción:</b> Esq. Benjamín Franklin ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5cfe,3917876,POINT (369448.870041576 4064342.10687007),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Pirandello,16<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5cfd,3917877,POINT (371594.04623745615 4062822.41361768),APARCA BICILETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Altamira,41<br /> <b>N° Plazas: </b> 6<br/> <b>Descripción:</b> Esq. con Cl. Emilio de la Cerda ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5cfc,3917878,POINT (370457.48072828975 4061361.283768463),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Av. de Gregorio Diego,42<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> Junto al Colegio Los Guindos ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5cfb,3917879,POINT (364791.4754599954 4059209.310904675),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Decano Eduardo Palanca,23<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> Junto a instalaciones deportivas ",,,,,-1,0,-1,0,
da_aparcamientosBici.fid--38ffa188_183ad60cc0b_-5cfa,3917880,POINT (372491.7744170856 4064705.177408687),APARCA BICICLETAS," <div style='float: right; text-align: left'><img style='margin-right: 20px;' src='http://movilidad.malaga.eu/opencms/export/system/modules/eu.malaga.ayto.movilidad.trafico/resources/images/ico-bici.png'></div> <b>Ubicación:</b> Cl. Cerrojo,38<br /> <b>N° Plazas: </b> 8<br/> <b>Descripción:</b> Esq. C/ Huerta del Obispo ",,,,,-1,0,-1,0,
