CODIGO;"ZONA VERDE / 
VIA PUBLICA";DISTRITO;DIRECCION;COMPLEMENTO DE DIRECCI‡N ;COORD, X;COORD, Y;SISTEMA DE COORDENADAS;FECHA DATOS;Longitud;Latitud
FUE_07_0035;ZV;CHAMBERI;RAIMUNDO FERNANDEZ VILLAVERDE 50;C/V MODESTO LA FUENTE;440964,31;4477484,32;ETRS89 / UTM  Zona 30N;ago.-22;-3.6961575;40.4459178
FUE_07_0036;VP;CHAMBERI;CALLE SANTA ENGRACIA 78;C/V GARC÷A PAREDES;440681,17;4476473,63;ETRS89 / UTM  Zona 30N;ago.-22;-3.6994018;40.4367929
FUE_07_0037;VP;CHAMBERI;AV. FILIPINAS 7;CERCA DE ENTRADA CENTRO DEPORTIVO GO FIT VALLEHERMOSO;439898,26;4476911,22;ETRS89 / UTM  Zona 30N;ago.-22;-3.7086734;40.4406787
FUE_08_0001;ZV;FUENCARRAL-EL PARDO;PARQUE GABRIELA MISTRAL;C/ROSAL÷A DE CASTRO Nß65;437759,5369;4481789,464;ETRS89 / UTM  Zona 30N;ago.-22;-3.7343681;40.4844662
FUE_08_0002;ZV;FUENCARRAL-EL PARDO;PARQUE GABRIELA MISTRAL;C/GABRIELA MISTRAL 10.JUNTO A JUEGOS INFANTILES;437513,7513;4481455,076;ETRS89 / UTM  Zona 30N;ago.-22;-3.7372349;40.4814356
FUE_08_0003;ZV;FUENCARRAL-EL PARDO;A.V.C. LAS TABLAS;C/ PORTOMARIN, 21;443432,2386;4484851,356;ETRS89 / UTM  Zona 30N;ago.-22;-3.6677145;40.512455
FUE_08_0004;ZV;FUENCARRAL-EL PARDO;AVDA MONTECARMELO, 10 ;DETRµS DEL CEMENTERIO;440420,3714;4484468,585;ETRS89 / UTM  Zona 30N;ago.-22;-3.7032275;40.508796
FUE_08_0005;ZV;FUENCARRAL-EL PARDO;A.V.C. MONTECARMELO;C/MONASTERIO DE ARLANZA  Nß 8;441487,1115;4484499,981;ETRS89 / UTM  Zona 30N;ago.-22;-3.6906404;40.5091547
FUE_08_0006;ZV;FUENCARRAL-EL PARDO;"A.V.C. MONTECARMELO 
(P.K. 56,940)";AVDA. SANTUARIO DE VALVERDE Nß6;439830,0491;4484123,371;ETRS89 / UTM  Zona 30N;ago.-22;-3.7101618;40.5056435
FUE_08_0008;ZV;FUENCARRAL-EL PARDO;A.V.C. LAS TABLAS;C/PALAS DE REY Nß5;443959,6463;4483813,383;ETRS89 / UTM  Zona 30N;ago.-22;-3.6613976;40.5031402
FUE_08_0009;ZV;FUENCARRAL-EL PARDO;A.V.C. LAS TABLAS;C/PALAS DE REY Nß5;443952,9451;4483781,233;ETRS89 / UTM  Zona 30N;ago.-22;-3.6614738;40.5028501
FUE_08_0010;ZV;FUENCARRAL-EL PARDO;SIERRA DE ATAPUERCA, 49;A.V.C. LAS TABLAS;443750,158;4484422,769;ETRS89 / UTM  Zona 30N;ago.-22;-3.663924;40.5086157
FUE_08_0011;ZV;FUENCARRAL-EL PARDO;A.V.C. ARROYOFRESNO;AVDA MONASTERIO DE SILOS CON AVDA VENTISQUERO DE LA CONDESA;439046,1368;4483150,656;ETRS89 / UTM  Zona 30N;ago.-22;-3.7193197;40.4968238
FUE_08_0012;ZV;FUENCARRAL-EL PARDO;PARQUE DEL PUEBLO DE EL PARDO;;434446,8682;4485509,632;ETRS89 / UTM  Zona 30N;ago.-22;-3.7738356;40.5177233
FUE_08_0015;ZV;FUENCARRAL-EL PARDO;C/GABRIELA MISTRAL Nß4;PE•AGRANDE ZONA 4-2, JUNTO ZONA INFANTIL;437580,8744;4481289,374;ETRS89 / UTM  Zona 30N;ago.-22;-3.7364268;40.4799479
FUE_08_0017;ZV;FUENCARRAL-EL PARDO;A.V.C. FUENTELARREINA;C/ARROYOFRESNCO CV C/ GAVILANES;437323,5559;4481182,366;ETRS89 / UTM  Zona 30N;ago.-22;-3.7394517;40.4789646
FUE_08_0019;ZV;FUENCARRAL-EL PARDO;PARQUE FUENTELARREINA;;438030,3456;4481702,92;ETRS89 / UTM  Zona 30N;ago.-22;-3.7311646;40.4837069
FUE_08_0020;ZV;FUENCARRAL-EL PARDO;PARQUE FUENTELARREINA;CALLE ALFONSO RODRIGUEZ CASTELAO 21;437966,27;4481516,06;ETRS89 / UTM  Zona 30N;ago.-22;-3.7319023;40.4820188
FUE_08_0025;ZV;FUENCARRAL-EL PARDO;PARQUE RAM‡N GOMEZ DE LA SERNA;C/RAM‡N G‡MEZ DE LA SERNA Nß 75 .EN PLATAFORMA SUPERIOR;438290,8008;4481671,737;ETRS89 / UTM  Zona 30N;ago.-22;-3.7280888;40.4834454
FUE_08_0026;ZV;FUENCARRAL-EL PARDO;PARQUE RAM‡N GOMEZ DE LA SERNA;C/RAM‡N G‡MEZ DE LA SERNA Nß 75. JUNTO A JUEGOS INFANTILES;438279,4391;4481692,737;ETRS89 / UTM  Zona 30N;ago.-22;-3.7282249;40.4836338
FUE_08_0027;ZV;FUENCARRAL-EL PARDO;Z.V. JULIO CALVO;C/JULIO CALVO  Nß 16;438749,1229;4481519,47;ETRS89 / UTM  Zona 30N;ago.-22;-3.7226669;40.4821077
FUE_08_0029;ZV;FUENCARRAL-EL PARDO;"E.D. 8-4 ""LACOMA""";C/RAM‡N G‡MEZ DE LA SERNA Nß 25;438779,9259;4481658,331;ETRS89 / UTM  Zona 30N;ago.-22;-3.7223169;40.4833608
FUE_08_0030;ZV;FUENCARRAL-EL PARDO;Z.V. LA COMA;C/VALLE DE LOS PINARES LLANOS Nß 60;438551,9861;4481865,555;ETRS89 / UTM  Zona 30N;ago.-22;-3.7250261;40.4852108
FUE_08_0031;ZV;FUENCARRAL-EL PARDO;PZA. VALLE DE LA JAROSA;;438701,6558;4482144,594;ETRS89 / UTM  Zona 30N;ago.-22;-3.7232873;40.4877354
FUE_08_0034;ZV;FUENCARRAL-EL PARDO;PARQUE VALLE DE ENMEDIO Y ALREDEDORES;C/VALLE DE ENMEDIO Nß65;438795,0941;4482246,674;ETRS89 / UTM  Zona 30N;ago.-22;-3.7221948;40.4886619
FUE_08_0035;ZV;FUENCARRAL-EL PARDO;PARQUE VALLE DE ENMEDIO Y ALREDEDORES;C/PE•A DEL CUERVO Nß21;439013,6475;4482197,901;ETRS89 / UTM  Zona 30N;ago.-22;-3.7196114;40.4882387
FUE_08_0036;ZV;FUENCARRAL-EL PARDO;PARC. NOROESTE;;438941,4432;4481339,787;ETRS89 / UTM  Zona 30N;ago.-22;-3.7203807;40.4805032
FUE_08_0037;ZV;FUENCARRAL-EL PARDO;PARC. NOROESTE;;439006,234;4481360,236;ETRS89 / UTM  Zona 30N;ago.-22;-3.7196183;40.4806922
FUE_08_0038;ZV;FUENCARRAL-EL PARDO;PARC. NOROESTE;C/ISLA TAVIRA Nß 14;439129,597;4481442,915;ETRS89 / UTM  Zona 30N;ago.-22;-3.7181708;40.4814461
FUE_08_0039;ZV;FUENCARRAL-EL PARDO;PARC. NOROESTE;C/FERM÷N CABALLERO Nß 87;439041,4178;4481245,375;ETRS89 / UTM  Zona 30N;ago.-22;-3.7191921;40.4796601
FUE_08_0040;ZV;FUENCARRAL-EL PARDO;PARQUE DE LA SUPERMANZANA 5;PZA. VILLAFRANCA DE LOS BARROS CV C/SANTIAGO DE COMPOSTELA;439721,4744;4481413,777;ETRS89 / UTM  Zona 30N;ago.-22;-3.7111855;40.4812267
FUE_08_0041;ZV;FUENCARRAL-EL PARDO;PZA. DE LA CAROLINA;;439377,8222;4481512,742;ETRS89 / UTM  Zona 30N;ago.-22;-3.7152491;40.4820932
FUE_08_0042;ZV;FUENCARRAL-EL PARDO;BETANZOS - FERMIN CABALLERO;AVDA. DE BETANZOS  Nß60;439508,1466;4481410,69;ETRS89 / UTM  Zona 30N;ago.-22;-3.7137018;40.4811834
FUE_08_0044;ZV;FUENCARRAL-EL PARDO;SUPERMANZANA 6 Bß PILAR C/A. LOPEZ AGUADO;C/ARZOBISPO MORCILLO CV C/PEDRO RICO;440701,2417;4481624,466;ETRS89 / UTM  Zona 30N;ago.-22;-3.6996464;40.4831953
FUE_08_0045;ZV;FUENCARRAL-EL PARDO;POL. MANILA Y POL. CLAUDIETA;C/ARZOBISPO MORCILLO N ß25;440932,5477;4481430,992;ETRS89 / UTM  Zona 30N;ago.-22;-3.6968994;40.4814688
FUE_08_0046;ZV;FUENCARRAL-EL PARDO;DOCTOR RAMON CASTROVIEJO, 3;GTA JOSE FRANCISCO DE ISLA;439539,2182;4481271,649;ETRS89 / UTM  Zona 30N;ago.-22;-3.713322;40.4799331
FUE_08_0047;ZV;FUENCARRAL-EL PARDO;AVDA. DE BETANZOS,77;GTA JOSE FRANCISCO DE ISLA;439523,6616;4481311,839;ETRS89 / UTM  Zona 30N;ago.-22;-3.7135094;40.480294
FUE_08_0048;ZV;FUENCARRAL-EL PARDO;AVDA. DE LA ILUSTRACI‡N;C/SANTIAGO DE COMPOSTELA C/V AVDA. DE BETANZOS;439660,6153;4481359,818;ETRS89 / UTM  Zona 30N;ago.-22;-3.7118982;40.4807362
FUE_08_0052;ZV;FUENCARRAL-EL PARDO;POL. 23-B V.V.V. (5¶ FASE);C/CµNDIDO MATEOS C/V C/CHANTADA;439128,1482;4480566,02;ETRS89 / UTM  Zona 30N;ago.-22;-3.7181038;40.4735465
FUE_08_0053;ZV;FUENCARRAL-EL PARDO;POL. 24 V.V.V.;C/JUAN SµNCHEZ C/V C/CêSAR MANRIQUE;438929,6158;4480618,053;ETRS89 / UTM  Zona 30N;ago.-22;-3.7204507;40.4740007
FUE_08_0055;ZV;FUENCARRAL-EL PARDO;PARQUE CERRO PE•ABEL;;439280,6326;4480597,198;ETRS89 / UTM  Zona 30N;ago.-22;-3.7163081;40.4738386
FUE_08_0056;ZV;FUENCARRAL-EL PARDO;PARQUE DE LA ALCAZABA;AV. EL FERROL, 28;440063,13;4480723,45;ETRS89 / UTM  Zona 30N;ago.-22;-3.7070895;40.4750327
FUE_08_0057;ZV;FUENCARRAL-EL PARDO;PARQUE DE LA ALCAZABA;AV. EL FERROL, 26;440189,1;4480750,75;ETRS89 / UTM  Zona 30N;ago.-22;-3.7056061;40.4752877
FUE_08_0060;ZV;FUENCARRAL-EL PARDO;PARQUE DE LA ALCAZABA;;440358,0961;4480540,584;ETRS89 / UTM  Zona 30N;ago.-22;-3.7035927;40.4734066
FUE_08_0062;ZV;FUENCARRAL-EL PARDO;PARQUE DE LA ALCAZABA;CALLE RIBADAVIA 27;440030,5999;4480481,601;ETRS89 / UTM  Zona 30N;ago.-22;-3.7074504;40.4728517
FUE_08_0063;ZV;FUENCARRAL-EL PARDO;SINESIO DELGADO, 22;C/SINESIO DELGADO C/V C/FINISTERRE;440655,9;4480731,11;ETRS89 / UTM  Zona 30N;ago.-22;-3.7000977;40.4751443
FUE_08_0064;ZV;FUENCARRAL-EL PARDO;SINESIO DELGADO;C/SINESIO DELGADO C/V C/GINZO DE LIMIA;440500,3013;4480649,983;ETRS89 / UTM  Zona 30N;ago.-22;-3.7019256;40.4744023
FUE_08_0065;ZV;FUENCARRAL-EL PARDO;SINESIO DELGADO;C/SINESIO DELGADO CON AVDA BETANZOS;439625,536;4480298,642;ETRS89 / UTM  Zona 30N;ago.-22;-3.712211;40.4711742
FUE_08_0066;ZV;FUENCARRAL-EL PARDO;CELANOVA - BETANZOS;C/ BECERREA;439547,3941;4480371,004;ETRS89 / UTM  Zona 30N;ago.-22;-3.7131398;40.4718203
FUE_08_0067;ZV;FUENCARRAL-EL PARDO;PARQUE ARROYO DE LOS PINOS;CALLE JOAQUIN LORENZO 15;438659,196;4480471,445;ETRS89 / UTM  Zona 30N;ago.-22;-3.7236264;40.4726601
FUE_08_0068;ZV;FUENCARRAL-EL PARDO;PZAS. INTERIORES Bß EL PILAR A;;439937,0567;4480905,672;ETRS89 / UTM  Zona 30N;ago.-22;-3.7085939;40.4766651
FUE_08_0069;ZV;FUENCARRAL-EL PARDO;PZAS. INTERIORES Bß EL PILAR A;;439911,0078;4481011,733;ETRS89 / UTM  Zona 30N;ago.-22;-3.7089113;40.4776187
FUE_08_0070;ZV;FUENCARRAL-EL PARDO;PZA. - C/ MELCHOR FERNANDEZ ALMAGRO;C/MELCHOR FDEZ ALMAGRO C/V AVDA.BETANZOS;439741,3584;4480754,763;ETRS89 / UTM  Zona 30N;ago.-22;-3.7108882;40.4752915
FUE_08_0071;ZV;FUENCARRAL-EL PARDO;CALLE FINISTERRE Nß 19;CERCA DE Z. INFANTIL;440469,2729;4481045,126;ETRS89 / UTM  Zona 30N;ago.-22;-3.7023287;40.4779597
FUE_08_0072;ZV;FUENCARRAL-EL PARDO;POL. 10 V.V. VERTEDERO;;440871,0821;4481212,232;ETRS89 / UTM  Zona 30N;ago.-22;-3.6976042;40.4794937
FUE_08_0073;ZV;FUENCARRAL-EL PARDO;CALLE MELCHOR FERNANDEZ ALMAGRO, 8;;440843,53;4481042,71;ETRS89 / UTM  Zona 30N;ago.-22;-3.6979134;40.4779647
FUE_08_0074;ZV;FUENCARRAL-EL PARDO;POLIDEPORTIVO Bß DEL PILAR;;440961,1355;4481198,25;ETRS89 / UTM  Zona 30N;ago.-22;-3.6965404;40.4793742
FUE_08_0075;ZV;FUENCARRAL-EL PARDO;POLIDEPORTIVO Bß DEL PILAR;AVENIDA MONFORTE DE LEMOS 15;441316,2731;4481148,796;ETRS89 / UTM  Zona 30N;ago.-22;-3.6923463;40.4789539
FUE_08_0076;ZV;FUENCARRAL-EL PARDO;PARQUE DEL NORTE;CALLE ARZOBISPO MORCILLO Nß 14;441035,0456;4481372,11;ETRS89 / UTM  Zona 30N;ago.-22;-3.6956847;40.4809457
FUE_08_0077;ZV;FUENCARRAL-EL PARDO;PARQUE DEL NORTE;ANTONIO L‡PEZ AGUADO 12;440678,065;4481412,225;ETRS89 / UTM  Zona 30N;ago.-22;-3.6998999;40.4812817
FUE_08_0078;ZV;FUENCARRAL-EL PARDO;PARQUE DEL NORTE;CALLE ARZOBISPO MORCILLO Nß 30;440789,1881;4481378,144;ETRS89 / UTM  Zona 30N;ago.-22;-3.6985857;40.4809825
FUE_08_0081;ZV;FUENCARRAL-EL PARDO;PARQUE DEL NORTE;CALLE ARZOBISPO MORCILLO Nß 14;441109,9845;4481292,459;ETRS89 / UTM  Zona 30N;ago.-22;-3.6947933;40.4802335
FUE_08_0083;ZV;FUENCARRAL-EL PARDO;PARQUE DEL NORTE;ANTONIO L‡PEZ AGUADO 12;440558,6585;4481393,997;ETRS89 / UTM  Zona 30N;ago.-22;-3.7013069;40.4811089
FUE_08_0084;ZV;FUENCARRAL-EL PARDO;PARQUE DEL NORTE;ANTONIO L‡PEZ AGUADO 12;440717,3135;4481499,865;ETRS89 / UTM  Zona 30N;ago.-22;-3.6994451;40.482074
FUE_08_0085;ZV;FUENCARRAL-EL PARDO;PARQUE DEL NORTE;ANTONIO L‡PEZ AGUADO 12;440708,3591;4481443,985;ETRS89 / UTM  Zona 30N;ago.-22;-3.6995455;40.4815699
FUE_08_0086;ZV;FUENCARRAL-EL PARDO;PARQUE DEL NORTE;CALLE ARZOBISPO MORCILLO Nß 30;440805,0405;4481436,414;ETRS89 / UTM  Zona 30N;ago.-22;-3.6984042;40.4815085
FUE_08_0087;ZV;FUENCARRAL-EL PARDO;CALLE SANGENJO, 31;PARQUE SUPERMANZANA 7;440702,87;4481918,31;ETRS89 / UTM  Zona 30N;ago.-22;-3.6996546;40.4858424
FUE_08_0088;ZV;FUENCARRAL-EL PARDO;PARQUE DE LA SUPERMANZANA 7;C/SANGENJO Nß 15;440499,1806;4481818,86;ETRS89 / UTM  Zona 30N;ago.-22;-3.7020485;40.4849319
FUE_08_0090;ZV;FUENCARRAL-EL PARDO;POL. 26 V.V.V. S.ESTE;AVDA. DEL CARDENAL HERRERA ORIA C/V  C/VALENCIA DE DON JUAN;440556,43;4482243,491;ETRS89 / UTM  Zona 30N;ago.-22;-3.7014129;40.4887613
FUE_08_0093;ZV;FUENCARRAL-EL PARDO;POL. ALMACENES E.D. 8-3;C/LEZAMA Nß9;441575,47;4482457,22;ETRS89 / UTM  Zona 30N;ago.-22;-3.6894091;40.490759
FUE_08_0094;ZV;FUENCARRAL-EL PARDO;POLG. INDUSTRIAL FUENCARRAL - MALMEA;C/ISLA DE JAVA Nß45;442040,6898;4482385,013;ETRS89 / UTM  Zona 30N;ago.-22;-3.6839133;40.4901411
FUE_08_0097;ZV;FUENCARRAL-EL PARDO;PARQUE ARROYO FRESNO;AVDA.ARRROYOFRESNO C/V SENDA DEL INFANTE;438733,2897;4482607,487;ETRS89 / UTM  Zona 30N;ago.-22;-3.7229588;40.4919077
FUE_08_0098;ZV;FUENCARRAL-EL PARDO;PARQUE ARROYO FRESNO;AVDA.DE VENTISQUERO DE LA CONDESA Nß46;439079,6153;4482889,264;ETRS89 / UTM  Zona 30N;ago.-22;-3.7188995;40.4944715
FUE_08_0100;ZV;FUENCARRAL-EL PARDO;PARQUE NURIA;C/MORALZARZAL C/V C/LA MAS‡. PARQUE NURIA;439704,0957;4482897,736;ETRS89 / UTM  Zona 30N;ago.-22;-3.7115316;40.4945935
FUE_08_0101;ZV;FUENCARRAL-EL PARDO;POLG.Z.N.CONSOL. Y N.CONSOL. (PIP);C/NURIA Nß38;440060,4104;4482644,57;ETRS89 / UTM  Zona 30N;ago.-22;-3.7073032;40.4923387
FUE_08_0102;ZV;FUENCARRAL-EL PARDO;POLG.Z.N.CONSOL. Y N.CONSOL. (PIP);C/NURIA Nß46;439968,0472;4482780,982;ETRS89 / UTM  Zona 30N;ago.-22;-3.708406;40.4935608
FUE_08_0103;ZV;FUENCARRAL-EL PARDO;POBLADO A;C/MANRESA Nß 90 POSTERIOR;440951,7588;4482477,798;ETRS89 / UTM  Zona 30N;ago.-22;-3.6967703;40.4909002
FUE_08_0104;ZV;FUENCARRAL-EL PARDO;HERRERA ORIA Y MANRESA (POLD. FUENCARRAL);C/OLESA DE MONSERRAT Nß2, JUNTO PISTAS DEPORTIVAS;441165,8228;4482509,035;ETRS89 / UTM  Zona 30N;ago.-22;-3.6942474;40.4911968
FUE_08_0105;ZV;FUENCARRAL-EL PARDO;PZA. DE LOS MARTIRES;;441838,6314;4482906,489;ETRS89 / UTM  Zona 30N;ago.-22;-3.6863453;40.4948246
FUE_08_0106;ZV;FUENCARRAL-EL PARDO;PZA. DE LAS ISLAS AZORES;;441713,8604;4482939,45;ETRS89 / UTM  Zona 30N;ago.-22;-3.6878206;40.4951128
FUE_08_0108;ZV;FUENCARRAL-EL PARDO;LOS TRES OLIVOS;C/ALONSO QUIJANO Nß52;441319,0724;4483739,09;ETRS89 / UTM  Zona 30N;ago.-22;-3.6925531;40.5022884
FUE_08_0109;ZV;FUENCARRAL-EL PARDO;PARQUE SANTA ANA 2¶ FASE;C/SAN CUGAT DEL VALLêS Nß6;441157,7767;4483167,189;ETRS89 / UTM  Zona 30N;ago.-22;-3.6944034;40.4971251
FUE_08_0111;ZV;FUENCARRAL-EL PARDO;PARQUE SANTA ANA 2¶ FASE;C/SAN CUGAT DEL VALLêS Nß6;441138,3044;4483231,889;ETRS89 / UTM  Zona 30N;ago.-22;-3.6946393;40.4977066
FUE_08_0112;ZV;FUENCARRAL-EL PARDO;MONTECARMELO PARC. 17.B;;441914,2219;4484238,004;ETRS89 / UTM  Zona 30N;ago.-22;-3.6855754;40.5068247
FUE_08_0113;ZV;FUENCARRAL-EL PARDO;CALLE BADALONA 92;;441167,05;4482813,08;ETRS89 / UTM  Zona 30N;ago.-22;-3.6942611;40.4939358
FUE_08_0114;ZV;FUENCARRAL-EL PARDO;POBLADO DIRIGIDO DE FUENCARRAL;C/MANRESA C/V C/BADALONA;441361,8784;4482588,883;ETRS89 / UTM  Zona 30N;ago.-22;-3.6919415;40.4919299
FUE_08_0115;ZV;FUENCARRAL-EL PARDO;CALLE µNGEL MÈGICA Nß 9;MARCOS ORUETA, JUNTO Z. INFANTIL;441864,8589;4481831,232;ETRS89 / UTM  Zona 30N;ago.-22;-3.6859371;40.4851401
FUE_08_0117;ZV;FUENCARRAL-EL PARDO;PARQUE POL. 26 (C/ CARDENAL HERRERA ORIA);CALLE GINZO DE LIMIA FRENTE 53;439983,27;4481860,32;ETRS89 / UTM  Zona 30N;ago.-22;-3.7081392;40.4852683
FUE_08_0118;ZV;FUENCARRAL-EL PARDO;COLONIA MINGORRUBIO 4¶ FASE;C/ FORTALEZA CV C/ REGIMIENTO;433949,9118;4487148,057;ETRS89 / UTM  Zona 30N;ago.-22;-3.7798726;40.5324431
FUE_08_0119;ZV;FUENCARRAL-EL PARDO;COLONIA MINGORRUBIO 4¶ FASE;C/CAMPANA C/V C/ARMAS;433951,2102;4486943,155;ETRS89 / UTM  Zona 30N;ago.-22;-3.7798359;40.5305974
FUE_08_0120;ZV;FUENCARRAL-EL PARDO;COLONIA MINGORRUBIO 1¶ FASE;C/ ALMENAS;433767,8135;4487222,559;ETRS89 / UTM  Zona 30N;ago.-22;-3.7820303;40.5330997
FUE_08_0121;ZV;FUENCARRAL-EL PARDO;COLONIA MINGORRUBIO 1¶ FASE;C/ ESCUADR‡N;433778,9948;4487403,26;ETRS89 / UTM  Zona 30N;ago.-22;-3.7819173;40.5347283
FUE_08_0122;ZV;FUENCARRAL-EL PARDO;PARQUE DE LA VAGUADA;;439774,8268;4481260,556;ETRS89 / UTM  Zona 30N;ago.-22;-3.7105414;40.4798503
FUE_08_0123;ZV;FUENCARRAL-EL PARDO;PARQUE DE LA VAGUADA;;439724,8267;4481228,056;ETRS89 / UTM  Zona 30N;ago.-22;-3.7111282;40.4795539
FUE_08_0124;ZV;FUENCARRAL-EL PARDO;PARQUE DE LA VAGUADA;;439739,4261;4481168,956;ETRS89 / UTM  Zona 30N;ago.-22;-3.7109503;40.4790226
FUE_08_0125;ZV;FUENCARRAL-EL PARDO;PARQUE DE LA VAGUADA;;439690,9263;4481157,456;ETRS89 / UTM  Zona 30N;ago.-22;-3.7115214;40.4789155
FUE_08_0126;ZV;FUENCARRAL-EL PARDO;PARQUE DE LA VAGUADA;;439675,1269;4481213,257;ETRS89 / UTM  Zona 30N;ago.-22;-3.7117131;40.479417
FUE_08_0127;ZV;FUENCARRAL-EL PARDO;PARQUE DE LA ALCAZABA;C/MELCHOR FDEZ. ALMAGRO, 107;440217,99;4480814,83;ETRS89 / UTM  Zona 30N;ago.-22;-3.7052713;40.4758671
FUE_08_0128;ZV;FUENCARRAL-EL PARDO;PZAS. INTERIORES Bß EL PILAR A;;440065,6233;4481056,551;ETRS89 / UTM  Zona 30N;ago.-22;-3.7070916;40.4780336
FUE_08_0129;ZV;FUENCARRAL-EL PARDO;PARQUE DEL NORTE;CALLE ARZOBISPO MORCILLO Nß 14;440975,5979;4481315,258;ETRS89 / UTM  Zona 30N;ago.-22;-3.6963807;40.4804293
FUE_08_0130;ZV;FUENCARRAL-EL PARDO;PZA. - C/ ISLA AROSA C/ FERMIN CABALLERO;C/ISLA DE AROSA  Nß20;439295,6311;4481446,963;ETRS89 / UTM  Zona 30N;ago.-22;-3.7162125;40.4814946
FUE_08_0131;ZV;FUENCARRAL-EL PARDO;PARQUE DEL PUEBLO DE EL PARDO;AV DE LA GUARDIA;434241,9993;4485734,446;ETRS89 / UTM  Zona 30N;ago.-22;-3.7762772;40.5197323
FUE_08_0132;ZV;FUENCARRAL-EL PARDO;BRUNETE, 2-6;;434321,9957;4485326,843;ETRS89 / UTM  Zona 30N;ago.-22;-3.7752906;40.5160668
FUE_08_0133;ZV;FUENCARRAL-EL PARDO;SUPERMANZANA 6 Bß PILAR C/A. LOPEZ AGUADO;C/ANTONIO L‡PEZ AGUADO Nß22;440407,925;4481462,949;ETRS89 / UTM  Zona 30N;ago.-22;-3.7030916;40.4817192
FUE_08_0134;VP;FUENCARRAL-EL PARDO;CL BRAILLE Nß:15;;441093,6345;4482994,549;ETRS89 / UTM  Zona 30N;ago.-22;-3.6951444;40.4955654
FUE_08_0135;VP;FUENCARRAL-EL PARDO;CL SANTA ANA BAJA Nß:39;;441529,4332;4483131,344;ETRS89 / UTM  Zona 30N;ago.-22;-3.6900145;40.4968285
FUE_08_0136;VP;FUENCARRAL-EL PARDO;CL SANTA ANA BAJA Nß:13;;441644,3319;4483057,742;ETRS89 / UTM  Zona 30N;ago.-22;-3.6886519;40.4961735
FUE_08_0137;VP;FUENCARRAL-EL PARDO;CL SANDALIO LOPEZ Nß:1;CV PZA DOCTOR CORTêS;441601,3289;4482688,54;ETRS89 / UTM  Zona 30N;ago.-22;-3.6891253;40.4928446
FUE_08_0140;VP;FUENCARRAL-EL PARDO;CL ISLA DE YESO, DE LA Nß:8;;438610,7324;4481154,17;ETRS89 / UTM  Zona 30N;ago.-22;-3.7242642;40.4788067
FUE_08_0141;VP;FUENCARRAL-EL PARDO;C/ ALGARROBO 34;CV C/ ARNEDILLO;440495,6435;4483644,56;ETRS89 / UTM  Zona 30N;ago.-22;-3.7022617;40.5013782
FUE_08_0143;ZV;FUENCARRAL-EL PARDO;PARQUE DEL NORTE;CALLE ARZOBISPO MORCILLO Nß 4;441425,3174;4481261,535;ETRS89 / UTM  Zona 30N;ago.-22;-3.6910703;40.4799772
FUE_08_0144;ZV;FUENCARRAL-EL PARDO;PARQUE DEL NORTE;CALLE ARZOBISPO MORCILLO Nß 4;441310,8184;4481293,837;ETRS89 / UTM  Zona 30N;ago.-22;-3.692424;40.4802601
FUE_08_0145;VP;FUENCARRAL-EL PARDO;C/ ALGARROBO Nß 14;;440472,6432;4483588,46;ETRS89 / UTM  Zona 30N;ago.-22;-3.7025278;40.5008712
FUE_08_0146;VP;FUENCARRAL-EL PARDO;CALLE SIERRA DE ATAPUERCA;CV PASEO SAN MILLµN DE LA COGOLLA;443553,3326;4484153,621;ETRS89 / UTM  Zona 30N;ago.-22;-3.666223;40.5061777
FUE_08_0147;ZV;FUENCARRAL-EL PARDO;CALLE MAR÷A DE MAEZTU 148;ARROYOFRESNO;438842,2236;4483134,836;ETRS89 / UTM  Zona 30N;ago.-22;-3.7217245;40.4966663
FUE_08_0148;ZV;FUENCARRAL-EL PARDO;CALLE MAR÷A DE MAEZTU 118;ARROYOFRESNO;438722,3671;4482907,294;ETRS89 / UTM  Zona 30N;ago.-22;-3.7231167;40.4946076
FUE_08_0149;ZV;FUENCARRAL-EL PARDO;CALLE MAR÷A DE MAEZTU 110;"C/V CALLE SENDA DEL INFANTE
ARROYOFRESNO";438584,7835;4482766,8;ETRS89 / UTM  Zona 30N;ago.-22;-3.7247266;40.4933319
FUE_08_0150;ZV;FUENCARRAL-EL PARDO;C/JOAQU÷N LORENZO FRENTE AL Nß 32;EN EL PARQUE DE ENFRENTE;438289,81;4480391,65;ETRS89 / UTM  Zona 30N;ago.-22;-3.7279759;40.4719139
FUE_08_0151;ZV;FUENCARRAL-EL PARDO;CALLE SANTO DOMINGO DE LA CALZADA;C/V CARRETERA DE FUENCARRAL A HORTALEZA A.V.C. LAS TABLAS;442326,7282;4484307,871;ETRS89 / UTM  Zona 30N;ago.-22;-3.6807133;40.5074829
FUE_08_0152;ZV;FUENCARRAL-EL PARDO;PARQUE DE LA ALCAZABA;CALLE RIBADAVIA 45;440099,6436;4480526,667;ETRS89 / UTM  Zona 30N;ago.-22;-3.7066402;40.4732627
FUE_08_0153;ZV;FUENCARRAL-EL PARDO;ˇCALLE FERM÷N CABALLERO, 84 ;CV CALLE SANTIAGO DE COMPOSTELA;439182,94;4481256,07;ETRS89 / UTM  Zona 30N;ago.-22;-3.7175236;40.4797668
