,calle
618,"RIBERA DE CURTIDORES, CALLE, DE LA"
619,"RIBERA DE CURTIDORES, CALLE, DE LA"
620,"RIBERA DE CURTIDORES, CALLE, DE LA"
621,"RIBERA DE CURTIDORES, CALLE, DE LA"
622,"RIBERA DE CURTIDORES, CALLE, DE LA"
623,"RIBERA DE CURTIDORES, CALLE, DE LA"
624,"RIBERA DE CURTIDORES, CALLE, DE LA"
625,"RIBERA DE CURTIDORES, CALLE, DE LA"
626,"RIBERA DE CURTIDORES, CALLE, DE LA"
627,"RIBERA DE CURTIDORES, CALLE, DE LA"
628,"RIBERA DE CURTIDORES, CALLE, DE LA"
629,"RIBERA DE CURTIDORES, CALLE, DE LA"
630,"RIBERA DE CURTIDORES, CALLE, DE LA"
631,"RIBERA DE CURTIDORES, CALLE, DE LA"
632,"RIBERA DE CURTIDORES, CALLE, DE LA"
633,"RIBERA DE CURTIDORES, CALLE, DE LA"
634,"RIBERA DE CURTIDORES, CALLE, DE LA"
635,"RIBERA DE CURTIDORES, CALLE, DE LA"
636,"SALITRE, CALLE, DEL"
637,"SALITRE, CALLE, DEL"
638,"SALITRE, CALLE, DEL"
639,"SALITRE, CALLE, DEL"
640,"SAN CARLOS, CALLE, DE"
641,"SAN CARLOS, CALLE, DE"
642,"SAN CARLOS, CALLE, DE"
643,"SAN CARLOS, CALLE, DE"
644,"SAN CARLOS, CALLE, DE"
645,"SAN COSME Y SAN DAMIAN, CALLE, DE"
646,"SAN COSME Y SAN DAMIAN, CALLE, DE"
647,"SAN COSME Y SAN DAMIAN, CALLE, DE"
648,"SAN COSME Y SAN DAMIAN, CALLE, DE"
649,"SAN COSME Y SAN DAMIAN, CALLE, DE"
650,"SAN EUGENIO, CALLE, DE"
651,"SAN EUGENIO, CALLE, DE"
652,"SAN EUGENIO, CALLE, DE"
653,"SAN EUGENIO, CALLE, DE"
654,"SAN EUGENIO, CALLE, DE"
655,"SAN ILDEFONSO, CALLE, DE"
656,"SAN ILDEFONSO, CALLE, DE"
657,"SAN ILDEFONSO, CALLE, DE"
658,"SAN ILDEFONSO, CALLE, DE"
659,"SAN ILDEFONSO, CALLE, DE"
660,"SAN ILDEFONSO, CALLE, DE"
661,"SAN ILDEFONSO, CALLE, DE"
662,"SAN ILDEFONSO, CALLE, DE"
663,"SAN ILDEFONSO, CALLE, DE"
664,"SAN MILLAN, CALLE, DE"
665,"SAN SIMON, CALLE, DE"
666,"SANTA INES, CALLE, DE"
667,"SANTA INES, CALLE, DE"
668,"SANTA INES, CALLE, DE"
669,"SANTA ISABEL, CALLE, DE"
670,"SANTA ISABEL, CALLE, DE"
671,"SANTA ISABEL, CALLE, DE"
672,"SANTA ISABEL, CALLE, DE"
673,"SANTA ISABEL, CALLE, DE"
674,"SANTA ISABEL, CALLE, DE"
675,"SANTA ISABEL, CALLE, DE"
676,"SANTA ISABEL, CALLE, DE"
677,"SANTA ISABEL, CALLE, DE"
678,"SANTA ISABEL, CALLE, DE"
679,"SANTA ISABEL, CALLE, DE"
680,"SANTA ISABEL, CALLE, DE"
681,"SANTA ISABEL, CALLE, DE"
682,"SANTA ISABEL, CALLE, DE"
683,"SANTA ISABEL, CALLE, DE"
684,"SANTA ISABEL, CALLE, DE"
685,"SANTA ISABEL, CALLE, DE"
686,"SANTA ISABEL, CALLE, DE"
687,"SANTA ISABEL, CALLE, DE"
688,"SANTA ISABEL, CALLE, DE"
689,"SANTA ISABEL, CALLE, DE"
690,"SANTA ISABEL, CALLE, DE"
691,"SANTA ISABEL, CALLE, DE"
692,"SANTA ISABEL, CALLE, DE"
693,"SOMBRERERIA, CALLE, DE LA"
694,"SOMBRERERIA, CALLE, DE LA"
695,"SOMBRERERIA, CALLE, DE LA"
696,"SOMBRERERIA, CALLE, DE LA"
697,"SOMBRERERIA, CALLE, DE LA"
698,"TIRSO DE MOLINA, PLAZA, DE"
699,"TIRSO DE MOLINA, PLAZA, DE"
700,"TIRSO DE MOLINA, PLAZA, DE"
701,"TOLEDO, CALLE, DE"
702,"TOLEDO, CALLE, DE"
703,"TOLEDO, CALLE, DE"
704,"TOLEDO, CALLE, DE"
705,"TOLEDO, CALLE, DE"
706,"TOLEDO, RONDA, DE"
707,"TOLEDO, RONDA, DE"
708,"TOLEDO, RONDA, DE"
709,"TOLEDO, RONDA, DE"
710,"TORRECILLA DEL LEAL, CALLE, DE LA"
711,"TORRECILLA DEL LEAL, CALLE, DE LA"
712,"TORRECILLA DEL LEAL, CALLE, DE LA"
713,"TORRECILLA DEL LEAL, CALLE, DE LA"
714,"TORRECILLA DEL LEAL, CALLE, DE LA"
715,"TORRECILLA DEL LEAL, CALLE, DE LA"
716,"TORRECILLA DEL LEAL, CALLE, DE LA"
717,"TRES PECES, CALLE, DE LOS"
718,"TRES PECES, CALLE, DE LOS"
719,"TRES PECES, CALLE, DE LOS"
720,"VALENCIA, CALLE, DE"
721,"VALENCIA, CALLE, DE"
722,"VALENCIA, CALLE, DE"
723,"VALENCIA, CALLE, DE"
724,"VALENCIA, CALLE, DE"
725,"VALENCIA, CALLE, DE"
726,"VALENCIA, CALLE, DE"
727,"VALENCIA, CALLE, DE"
728,"VALENCIA, CALLE, DE"
729,"VALENCIA, CALLE, DE"
730,"VALENCIA, CALLE, DE"
731,"VALENCIA, CALLE, DE"
732,"VALENCIA, CALLE, DE"
733,"VALENCIA, CALLE, DE"
734,"VALENCIA, RONDA, DE"
735,"VALENCIA, RONDA, DE"
736,"VALENCIA, RONDA, DE"
737,"VALENCIA, RONDA, DE"
738,"VALENCIA, RONDA, DE"
739,"ZURITA, CALLE, DE"
740,"ZURITA, CALLE, DE"
741,"ZURITA, CALLE, DE"
742,"ZURITA, CALLE, DE"
743,"ZURITA, CALLE, DE"
744,"ZURITA, CALLE, DE"
745,"ZURITA, CALLE, DE"
746,"ALAMEDA, CALLE, DE LA"
747,"ALAMEDA, CALLE, DE LA"
748,"ALAMEDA, CALLE, DE LA"
749,"ALAMEDA, CALLE, DE LA"
750,"ALAMEDA, CALLE, DE LA"
751,"ALMADEN, CALLE, DE"
752,"ALMADEN, CALLE, DE"
753,"ALMADEN, CALLE, DE"
754,"AMOR DE DIOS, CALLE, DEL"
755,"AMOR DE DIOS, CALLE, DEL"
756,"AMOR DE DIOS, CALLE, DEL"
757,"AMOR DE DIOS, CALLE, DEL"
758,"ARLABAN, CALLE, DE"
759,"ARLABAN, CALLE, DE"
760,"ARLABAN, CALLE, DE"
761,"ARLABAN, CALLE, DE"
762,"ARLABAN, CALLE, DE"
763,"ARLABAN, CALLE, DE"
764,"ATOCHA, CALLE, DE"
765,"ATOCHA, CALLE, DE"
766,"ATOCHA, CALLE, DE"
767,"ATOCHA, CALLE, DE"
768,"ATOCHA, CALLE, DE"
769,"ATOCHA, CALLE, DE"
770,"ATOCHA, CALLE, DE"
771,"CABALLERO DE GRACIA, CALLE, DEL"
772,"CABALLERO DE GRACIA, CALLE, DEL"
773,"CABALLERO DE GRACIA, CALLE, DEL"
774,"CABALLERO DE GRACIA, CALLE, DEL"
775,"CABALLERO DE GRACIA, CALLE, DEL"
776,"CANOVAS DEL CASTILLO, PLAZA, DE"
777,"CANOVAS DEL CASTILLO, PLAZA, DE"
778,"CANOVAS DEL CASTILLO, PLAZA, DE"
779,"CENICERO, CALLE, DE"
780,"CENICERO, CALLE, DE"
781,"CENICERO, CALLE, DE"
782,"CERVANTES, CALLE, DE"
783,"CERVANTES, CALLE, DE"
784,"CERVANTES, CALLE, DE"
785,"CERVANTES, CALLE, DE"
786,"CERVANTES, CALLE, DE"
787,"CERVANTES, CALLE, DE"
788,"CERVANTES, CALLE, DE"
789,"CERVANTES, CALLE, DE"
790,"CERVANTES, CALLE, DE"
791,"CLAVEL, CALLE, DEL"
792,"DUQUE DE MEDINACELI, CALLE, DEL"
793,"DUQUE DE MEDINACELI, CALLE, DEL"
794,"ESPOZ Y MINA, CALLE, DE"
795,"ESPOZ Y MINA, CALLE, DE"
796,"ESPOZ Y MINA, CALLE, DE"
797,"JESUS, CALLE, DE"
798,"JESUS, PLAZA, DE"
799,"JESUS, PLAZA, DE"
800,"JESUS, PLAZA, DE"
801,"JOVELLANOS, CALLE, DE"
802,"JOVELLANOS, CALLE, DE"
803,"JOVELLANOS, CALLE, DE"
804,"JOVELLANOS, CALLE, DE"
805,"LEON, CALLE, DEL"
806,"LEON, CALLE, DEL"
807,"LEON, CALLE, DEL"
808,"LEON, CALLE, DEL"
809,"LOPE DE VEGA, CALLE, DE"
810,"LOPE DE VEGA, CALLE, DE"
811,"LOPE DE VEGA, CALLE, DE"
812,"LOPE DE VEGA, CALLE, DE"
813,"LOPE DE VEGA, CALLE, DE"
814,"LOPE DE VEGA, CALLE, DE"
815,"LOPE DE VEGA, CALLE, DE"
816,"LOPE DE VEGA, CALLE, DE"
817,"LOPE DE VEGA, CALLE, DE"
818,"LOPE DE VEGA, CALLE, DE"
819,"LOPE DE VEGA, CALLE, DE"
820,"LOPE DE VEGA, CALLE, DE"
821,"LOPE DE VEGA, CALLE, DE"
822,"LOS MADRAZO, CALLE, DE"
823,"LOS MADRAZO, CALLE, DE"
824,"LOS MADRAZO, CALLE, DE"
825,"LOS MADRAZO, CALLE, DE"
826,"LOS MADRAZO, CALLE, DE"
827,"LOS MADRAZO, CALLE, DE"
828,"LOS MADRAZO, CALLE, DE"
829,"LOS MADRAZO, CALLE, DE"
830,"MARQUES DE CASA RIERA, CALLE, DEL"
831,"MARQUES DE CASA RIERA, CALLE, DEL"
832,"MARQUES DE CASA RIERA, CALLE, DEL"
833,"MARQUES DE CASA RIERA, CALLE, DEL"
834,"MARQUES DE CUBAS, CALLE, DEL"
835,"MARQUES DE CUBAS, CALLE, DEL"
836,"MARQUES DE CUBAS, CALLE, DEL"
837,"MARQUES DE CUBAS, CALLE, DEL"
838,"MARQUES DE CUBAS, CALLE, DEL"
839,"MARQUES DE CUBAS, CALLE, DEL"
840,"MARQUES DE CUBAS, CALLE, DEL"
841,"MARQUES DE CUBAS, CALLE, DEL"
842,"MORATIN, CALLE, DE"
843,"MORATIN, CALLE, DE"
844,"MORATIN, CALLE, DE"
845,"PRADO, CALLE, DEL"
846,"PRADO, CALLE, DEL"
847,"PRADO, CALLE, DEL"
848,"PRADO, PASEO, DEL"
849,"PRADO, PASEO, DEL"
850,"PRADO, PASEO, DEL"
851,"PRADO, PASEO, DEL"
852,"PRADO, PASEO, DEL"
853,"PRINCIPE, CALLE, DEL"
854,"PRINCIPE, CALLE, DEL"
855,"PRINCIPE, CALLE, DEL"
856,"PRINCIPE, CALLE, DEL"
857,"PRINCIPE, CALLE, DEL"
858,"SAN AGUSTIN, CALLE, DE"
859,"SAN AGUSTIN, CALLE, DE"
860,"SAN AGUSTIN, CALLE, DE"
861,"SAN AGUSTIN, CALLE, DE"
862,"SAN AGUSTIN, CALLE, DE"
863,"SAN AGUSTIN, CALLE, DE"
864,"SAN AGUSTIN, CALLE, DE"
865,"SAN PEDRO, CALLE, DE"
866,"SAN PEDRO, CALLE, DE"
867,"SAN PEDRO, CALLE, DE"
868,"SAN SEBASTIAN, CALLE, DE"
869,"SAN SEBASTIAN, CALLE, DE"
870,"SAN SEBASTIAN, CALLE, DE"
871,"SAN SEBASTIAN, CALLE, DE"
872,"SAN SEBASTIAN, CALLE, DE"
873,"SANTA CATALINA, CALLE, DE"
874,"SANTA CATALINA, CALLE, DE"
875,"SANTA CATALINA, CALLE, DE"
876,"VERONICA, CALLE, DE LA"
877,"VERONICA, CALLE, DE LA"
878,"VERONICA, CALLE, DE LA"
879,"VIRGEN DE LOS PELIGROS, CALLE, DE LA"
880,"VIRGEN DE LOS PELIGROS, CALLE, DE LA"
881,"VIRGEN DE LOS PELIGROS, CALLE, DE LA"
882,"VIRGEN DE LOS PELIGROS, CALLE, DE LA"
883,"ALMIRANTE, CALLE, DEL"
884,"ALMIRANTE, CALLE, DEL"
885,"ALMIRANTE, CALLE, DEL"
886,"ALMIRANTE, CALLE, DEL"
887,"ALMIRANTE, CALLE, DEL"
888,"ALMIRANTE, CALLE, DEL"
889,"ALMIRANTE, CALLE, DEL"
890,"ALMIRANTE, CALLE, DEL"
891,"ALMIRANTE, CALLE, DEL"
892,"ALMIRANTE, CALLE, DEL"
893,"ALMIRANTE, CALLE, DEL"
894,"ALMIRANTE, CALLE, DEL"
895,"ALMIRANTE, CALLE, DEL"
896,"ALMIRANTE, CALLE, DEL"
897,"ALMIRANTE, CALLE, DEL"
898,"ALMIRANTE, CALLE, DEL"
899,"ANTONIO FLORES, CALLE, DE"
900,"APODACA, CALLE, DE"
901,"APODACA, CALLE, DE"
902,"APODACA, CALLE, DE"
903,"APODACA, CALLE, DE"
904,"APODACA, CALLE, DE"
905,"APODACA, CALLE, DE"
906,"APODACA, CALLE, DE"
907,"APODACA, CALLE, DE"
908,"APODACA, CALLE, DE"
909,"APODACA, CALLE, DE"
910,"ARGENSOLA, CALLE, DE"
911,"ARGENSOLA, CALLE, DE"
912,"ARGENSOLA, CALLE, DE"
913,"ARGENSOLA, CALLE, DE"
914,"ARGENSOLA, CALLE, DE"
915,"ARGENSOLA, CALLE, DE"
916,"ARGENSOLA, CALLE, DE"
917,"ARGENSOLA, CALLE, DE"
918,"ARGENSOLA, CALLE, DE"
919,"ARGENSOLA, CALLE, DE"
920,"ARGENSOLA, CALLE, DE"
921,"ARGENSOLA, CALLE, DE"
922,"ARGENSOLA, CALLE, DE"
923,"ARGENSOLA, CALLE, DE"
924,"ARGENSOLA, CALLE, DE"
925,"AUGUSTO FIGUEROA, CALLE, DE"
926,"AUGUSTO FIGUEROA, CALLE, DE"
927,"AUGUSTO FIGUEROA, CALLE, DE"
928,"AUGUSTO FIGUEROA, CALLE, DE"
929,"AUGUSTO FIGUEROA, CALLE, DE"
930,"AUGUSTO FIGUEROA, CALLE, DE"
931,"AUGUSTO FIGUEROA, CALLE, DE"
932,"AUGUSTO FIGUEROA, CALLE, DE"
933,"AUGUSTO FIGUEROA, CALLE, DE"
934,"AUGUSTO FIGUEROA, CALLE, DE"
935,"AUGUSTO FIGUEROA, CALLE, DE"
936,"AUGUSTO FIGUEROA, CALLE, DE"
937,"AUGUSTO FIGUEROA, CALLE, DE"
938,"BARBARA DE BRAGANZA, CALLE, DE"
939,"BARBARA DE BRAGANZA, CALLE, DE"
940,"BARBARA DE BRAGANZA, CALLE, DE"
941,"BARBARA DE BRAGANZA, CALLE, DE"
942,"BARBARA DE BRAGANZA, CALLE, DE"
943,"BARBARA DE BRAGANZA, CALLE, DE"
944,"BARBARA DE BRAGANZA, CALLE, DE"
945,"BARBARA DE BRAGANZA, CALLE, DE"
946,"BARBARA DE BRAGANZA, CALLE, DE"
947,"BARCELO, CALLE, DE"
948,"BARCELO, CALLE, DE"
949,"BARCELO, CALLE, DE"
950,"BARQUILLO, CALLE, DEL"
951,"BARQUILLO, CALLE, DEL"
952,"BARQUILLO, CALLE, DEL"
953,"BARQUILLO, CALLE, DEL"
954,"BARQUILLO, CALLE, DEL"
955,"BARQUILLO, CALLE, DEL"
956,"BARQUILLO, CALLE, DEL"
957,"BARQUILLO, CALLE, DEL"
958,"BARQUILLO, CALLE, DEL"
959,"BELEN, CALLE, DE"
960,"BELEN, CALLE, DE"
961,"BELEN, CALLE, DE"
962,"BELEN, CALLE, DE"
963,"BELEN, CALLE, DE"
964,"BELEN, TRAVESIA, DE"
965,"BELEN, TRAVESIA, DE"
966,"BENEFICENCIA, CALLE, DE LA"
967,"BENEFICENCIA, CALLE, DE LA"
968,"BENEFICENCIA, CALLE, DE LA"
969,"CAMPOAMOR, CALLE, DE"
970,"CAMPOAMOR, CALLE, DE"
971,"CAMPOAMOR, CALLE, DE"
972,"CAMPOAMOR, CALLE, DE"
973,"CAMPOAMOR, CALLE, DE"
974,"CAMPOAMOR, CALLE, DE"
975,"CAMPOAMOR, CALLE, DE"
976,"CAMPOAMOR, CALLE, DE"
977,"CAMPOAMOR, CALLE, DE"
978,"CAMPOAMOR, CALLE, DE"
979,"CAMPOAMOR, CALLE, DE"
980,"CHURRUCA, CALLE, DE"
981,"CHURRUCA, CALLE, DE"
982,"CHURRUCA, CALLE, DE"
983,"CHURRUCA, CALLE, DE"
984,"CHURRUCA, CALLE, DE"
985,"CHURRUCA, CALLE, DE"
986,"CLAVEL, CALLE, DEL"
987,"CLAVEL, CALLE, DEL"
988,"CLAVEL, CALLE, DEL"
989,"COLMENARES, CALLE, DE"
990,"COLMENARES, CALLE, DE"
991,"COLMENARES, CALLE, DE"
992,"CONDE DE XIQUENA, CALLE, DEL"
993,"CONDE DE XIQUENA, CALLE, DEL"
994,"CONDE DE XIQUENA, CALLE, DEL"
995,"CONDE DE XIQUENA, CALLE, DEL"
996,"CONDE DE XIQUENA, CALLE, DEL"
997,"CONDE DE XIQUENA, CALLE, DEL"
998,"CONDE DE XIQUENA, CALLE, DEL"
999,"CONDE DE XIQUENA, CALLE, DEL"
1000,"FERNANDO VI, CALLE, DE"
1001,"FERNANDO VI, CALLE, DE"
1002,"FERNANDO VI, CALLE, DE"
1003,"FERNANDO VI, CALLE, DE"
1004,"FERNANDO VI, CALLE, DE"
1005,"FERNANDO VI, CALLE, DE"
1006,"FERNANDO VI, CALLE, DE"
1007,"FERNANDO VI, CALLE, DE"
1008,"FERNANDO VI, CALLE, DE"
1009,"FERNANDO VI, CALLE, DE"
1010,"FERNANDO VI, CALLE, DE"
1011,"FERNANDO VI, CALLE, DE"
1012,"FERNANDO VI, CALLE, DE"
1013,"FLORIDA, TRAVESIA, DE LA"
1014,"FLORIDA, TRAVESIA, DE LA"
1015,"FUENCARRAL, CALLE, DE"
1016,"FUENCARRAL, CALLE, DE"
1017,"FUENCARRAL, CALLE, DE"
1018,"FUENCARRAL, CALLE, DE"
1019,"GENERAL CASTAÑOS, CALLE, DEL"
1020,"GENERAL CASTAÑOS, CALLE, DEL"
1021,"GENERAL CASTAÑOS, CALLE, DEL"
1022,"GENERAL CASTAÑOS, CALLE, DEL"
1023,"GENERAL CASTAÑOS, CALLE, DEL"
1024,"GENERAL CASTAÑOS, CALLE, DEL"
1025,"GENERAL CASTAÑOS, CALLE, DEL"
1026,"GENERAL CASTAÑOS, CALLE, DEL"
1027,"GENOVA, CALLE, DE"
1028,"GENOVA, CALLE, DE"
1029,"GENOVA, CALLE, DE"
1030,"GENOVA, CALLE, DE"
1031,"GENOVA, CALLE, DE"
1032,"GRAVINA, CALLE, DE"
1033,"GRAVINA, CALLE, DE"
1034,"GRAVINA, CALLE, DE"
1035,"HERMANOS ALVAREZ QUINTERO, CALLE, DE LOS"
1036,"HERMANOS ALVAREZ QUINTERO, CALLE, DE LOS"
1037,"HERMANOS ALVAREZ QUINTERO, CALLE, DE LOS"
1038,"HORTALEZA, CALLE, DE"
1039,"HORTALEZA, CALLE, DE"
1040,"HORTALEZA, CALLE, DE"
1041,"HORTALEZA, CALLE, DE"
1042,"HORTALEZA, CALLE, DE"
1043,"HORTALEZA, CALLE, DE"
1044,"HORTALEZA, CALLE, DE"
1045,"HORTALEZA, CALLE, DE"
1046,"HORTALEZA, CALLE, DE"
1047,"HORTALEZA, CALLE, DE"
1048,"HORTALEZA, CALLE, DE"
1049,"HORTALEZA, CALLE, DE"
1050,"HORTALEZA, CALLE, DE"
1051,"HORTALEZA, CALLE, DE"
1052,"HORTALEZA, CALLE, DE"
1053,"INFANTAS, CALLE, DE LAS"
1054,"INFANTAS, CALLE, DE LAS"
1055,"INFANTAS, CALLE, DE LAS"
1056,"INFANTAS, CALLE, DE LAS"
1057,"JUSTINIANO, CALLE, DE"
1058,"LARRA, CALLE, DE"
1059,"LARRA, CALLE, DE"
1060,"LARRA, CALLE, DE"
1061,"LARRA, CALLE, DE"
1062,"LARRA, CALLE, DE"
1063,"LARRA, CALLE, DE"
1064,"LIBERTAD, CALLE, DE LA"
1065,"LIBERTAD, CALLE, DE LA"
1066,"LUIS DE GONGORA, CALLE, DE"
1067,"LUIS DE GONGORA, CALLE, DE"
1068,"MARQUES DE LA ENSENADA, CALLE, DEL"
1069,"MARQUES DE LA ENSENADA, CALLE, DEL"
1070,"MARQUES DE LA ENSENADA, CALLE, DEL"
1071,"MARQUES DE LA ENSENADA, CALLE, DEL"
1072,"MARQUES DE LA ENSENADA, CALLE, DEL"
1073,"MARQUES DE LA ENSENADA, CALLE, DEL"
1074,"MARQUES DE LA ENSENADA, CALLE, DEL"
1075,"MARQUES DE LA ENSENADA, CALLE, DEL"
1076,"MARQUES DE LA ENSENADA, CALLE, DEL"
1077,"MARQUES DE MONASTERIO, CALLE, DEL"
1078,"MARQUES DE MONASTERIO, CALLE, DEL"
1079,"MARQUES DE MONASTERIO, CALLE, DEL"
1080,"MARQUES DE MONASTERIO, CALLE, DEL"
1081,"MARQUES DE VALDEIGLESIAS, CALLE, DEL"
1082,"MARQUES DE VALDEIGLESIAS, CALLE, DEL"
1083,"MARQUES DE VALDEIGLESIAS, CALLE, DEL"
1084,"MEJIA LEQUERICA, CALLE, DE"
1085,"MEJIA LEQUERICA, CALLE, DE"
1086,"MEJIA LEQUERICA, CALLE, DE"
1087,"MEJIA LEQUERICA, CALLE, DE"
1088,"MEJIA LEQUERICA, CALLE, DE"
1089,"MEJIA LEQUERICA, CALLE, DE"
1090,"MEJIA LEQUERICA, CALLE, DE"
1091,"ORELLANA, CALLE, DE"
1092,"ORELLANA, CALLE, DE"
1093,"ORELLANA, CALLE, DE"
1094,"ORELLANA, CALLE, DE"
1095,"ORELLANA, CALLE, DE"
1096,"ORELLANA, CALLE, DE"
1097,"ORELLANA, CALLE, DE"
1098,"PEDRO ZEROLO, PLAZA, DE"
1099,"PEDRO ZEROLO, PLAZA, DE"
1100,"PELAYO, CALLE, DE"
1101,"PELAYO, CALLE, DE"
1102,"PELAYO, CALLE, DE"
1103,"PELAYO, CALLE, DE"
1104,"PELAYO, CALLE, DE"
1105,"PELAYO, CALLE, DE"
1106,"PELAYO, CALLE, DE"
1107,"PELAYO, CALLE, DE"
1108,"PIAMONTE, CALLE, DEL"
1109,"PIAMONTE, CALLE, DEL"
1110,"PIAMONTE, CALLE, DEL"
1111,"PIAMONTE, CALLE, DEL"
1112,"PIAMONTE, CALLE, DEL"
1113,"PRIM, CALLE, DE"
1114,"PRIM, CALLE, DE"
1115,"REINA, CALLE, DE LA"
1116,"REINA, CALLE, DE LA"
1117,"REINA, CALLE, DE LA"
1118,"REINA, CALLE, DE LA"
1119,"REINA, CALLE, DE LA"
1120,"REINA, CALLE, DE LA"
1121,"REINA, CALLE, DE LA"
1122,"REY, PLAZA, DEL"
1123,"REY, PLAZA, DEL"
1124,"REY, PLAZA, DEL"
1125,"SALESAS, PLAZA, DE LAS"
1126,"SALESAS, PLAZA, DE LAS"
1127,"SALESAS, PLAZA, DE LAS"
1128,"SALESAS, PLAZA, DE LAS"
1129,"SALESAS, PLAZA, DE LAS"
1130,"SALESAS, PLAZA, DE LAS"
1131,"SALESAS, PLAZA, DE LAS"
1132,"SALESAS, PLAZA, DE LAS"
1133,"SALESAS, PLAZA, DE LAS"
1134,"SALESAS, PLAZA, DE LAS"
1135,"SALESAS, PLAZA, DE LAS"
1136,"SAN GREGORIO, CALLE, DE"
1137,"SAN GREGORIO, CALLE, DE"
1138,"SAN GREGORIO, CALLE, DE"
1139,"SAN GREGORIO, CALLE, DE"
1140,"SAN LORENZO, CALLE, DE"
1141,"SAN LORENZO, CALLE, DE"
1142,"SAN LORENZO, CALLE, DE"
1143,"SAN LUCAS, CALLE, DE"
1144,"SAN LUCAS, CALLE, DE"
1145,"SAN LUCAS, CALLE, DE"
1146,"SAN LUCAS, CALLE, DE"
1147,"SAN LUCAS, CALLE, DE"
1148,"SAN LUCAS, CALLE, DE"
1149,"SAN LUCAS, CALLE, DE"
1150,"SAN LUCAS, CALLE, DE"
1151,"SAN MARCOS, CALLE, DE"
1152,"SAN MARCOS, CALLE, DE"
1153,"SAN MARCOS, CALLE, DE"
1154,"SAN MATEO, CALLE, DE"
1155,"SAN MATEO, CALLE, DE"
1156,"SAN MATEO, CALLE, DE"
1157,"SAN MATEO, CALLE, DE"
1158,"SAN MATEO, CALLE, DE"
1159,"SAN MATEO, CALLE, DE"
1160,"SAN MATEO, TRAVESIA, DE"
1161,"SAN MATEO, TRAVESIA, DE"
1162,"SAN MATEO, TRAVESIA, DE"
1163,"SAN MATEO, TRAVESIA, DE"
1164,"SAN MATEO, TRAVESIA, DE"
1165,"SANTA BRIGIDA, CALLE, DE"
1166,"SANTA BRIGIDA, CALLE, DE"
1167,"SANTA TERESA, CALLE, DE"
1168,"SANTA TERESA, CALLE, DE"
1169,"SANTA TERESA, CALLE, DE"
1170,"SANTA TERESA, CALLE, DE"
1171,"SANTA TERESA, CALLE, DE"
1172,"SANTA TERESA, CALLE, DE"
1173,"SANTA TERESA, CALLE, DE"
1174,"SANTO TOME, CALLE, DE"
1175,"SANTO TOME, CALLE, DE"
1176,"SANTO TOME, CALLE, DE"
1177,"SANTO TOME, CALLE, DE"
1178,"SERRANO ANGUITA, CALLE, DE"
1179,"SERRANO ANGUITA, CALLE, DE"
1180,"SERRANO ANGUITA, CALLE, DE"
1181,"SERRANO ANGUITA, CALLE, DE"
1182,"SERRANO ANGUITA, CALLE, DE"
1183,"SERRANO ANGUITA, CALLE, DE"
1184,"SERRANO ANGUITA, CALLE, DE"
1185,"SERRANO ANGUITA, CALLE, DE"
1186,"SERRANO ANGUITA, CALLE, DE"
1187,"SERRANO ANGUITA, CALLE, DE"
1188,"SERRANO ANGUITA, CALLE, DE"
1189,"SERRANO ANGUITA, CALLE, DE"
1190,"SERRANO ANGUITA, CALLE, DE"
1191,"SERRANO ANGUITA, CALLE, DE"
1192,"TAMAYO Y BAUS, CALLE, DE"
1193,"TAMAYO Y BAUS, CALLE, DE"
1194,"TAMAYO Y BAUS, CALLE, DE"
1195,"VICTOR HUGO, CALLE, DE"
1196,"VICTOR HUGO, CALLE, DE"
1197,"ACUERDO, CALLE, DEL"
1198,"ACUERDO, CALLE, DEL"
1199,"ACUERDO, CALLE, DEL"
1200,"ACUERDO, CALLE, DEL"
1201,"ACUERDO, CALLE, DEL"
1202,"ACUERDO, CALLE, DEL"
1203,"ACUERDO, CALLE, DEL"
1204,"ACUERDO, CALLE, DEL"
1205,"ACUERDO, CALLE, DEL"
1206,"ACUERDO, CALLE, DEL"
1207,"ACUERDO, CALLE, DEL"
1208,"ACUERDO, CALLE, DEL"
1209,"ACUERDO, CALLE, DEL"
1210,"ACUERDO, CALLE, DEL"
1211,"ACUERDO, CALLE, DEL"
1212,"AMANIEL, CALLE, DE"
1213,"AMANIEL, CALLE, DE"
1214,"AMANIEL, CALLE, DE"
1215,"AMANIEL, CALLE, DE"
1216,"AMANIEL, CALLE, DE"
1217,"AMANIEL, CALLE, DE"
1218,"AMANIEL, CALLE, DE"
1219,"AMANIEL, CALLE, DE"
1220,"ANTONIO GRILO, CALLE, DE"
1221,"ANTONIO GRILO, CALLE, DE"
1222,"ANTONIO GRILO, CALLE, DE"
1223,"BALLESTA, CALLE, DE LA"
1224,"BALLESTA, CALLE, DE LA"
1225,"BALTASAR GRACIAN, CALLE, DE"
1226,"BALTASAR GRACIAN, CALLE, DE"
1227,"BALTASAR GRACIAN, CALLE, DE"
1228,"BARCO, CALLE, DEL"
1229,"BARCO, CALLE, DEL"
1230,"BARCO, CALLE, DEL"
1231,"BARCO, CALLE, DEL"
1232,"BARCO, CALLE, DEL"
1233,"BARCO, CALLE, DEL"
1234,"BARCO, CALLE, DEL"
1235,"BARCO, CALLE, DEL"
1236,"BARCO, CALLE, DEL"
1237,"BEATAS, TRAVESIA, DE LAS"
1238,"BERNARDO LOPEZ GARCIA, CALLE, DE"
