,calle
21777,"ESCOSURA, CALLE, DE"
21778,"ESCOSURA, CALLE, DE"
21779,"ESCOSURA, CALLE, DE"
21780,"ESCOSURA, CALLE, DE"
21781,"ESCOSURA, CALLE, DE"
21782,"ESQUIVEL, CALLE, DE"
21783,"FERNANDEZ DE LOS RIOS, CALLE, DE"
21784,"FERNANDEZ DE LOS RIOS, CALLE, DE"
21785,"FERNANDEZ DE LOS RIOS, CALLE, DE"
21786,"FERNANDEZ DE LOS RIOS, CALLE, DE"
21787,"FERNANDEZ DE LOS RIOS, CALLE, DE"
21788,"FERNANDEZ DE LOS RIOS, CALLE, DE"
21789,"FERNANDEZ DE LOS RIOS, CALLE, DE"
21790,"FERNANDEZ DE LOS RIOS, CALLE, DE"
21791,"FERNANDEZ DE LOS RIOS, CALLE, DE"
21792,"FERNANDEZ DE LOS RIOS, CALLE, DE"
21793,"FERNANDEZ DE LOS RIOS, CALLE, DE"
21794,"FERNANDEZ DE LOS RIOS, CALLE, DE"
21795,"FERNANDEZ DE LOS RIOS, CALLE, DE"
21796,"FERNANDEZ DE LOS RIOS, CALLE, DE"
21797,"FERNANDEZ DE LOS RIOS, CALLE, DE"
21798,"FERNANDO EL CATOLICO, CALLE, DE"
21799,"FERNANDO EL CATOLICO, CALLE, DE"
21800,"FERNANDO EL CATOLICO, CALLE, DE"
21801,"FERNANDO EL CATOLICO, CALLE, DE"
21802,"FERNANDO EL CATOLICO, CALLE, DE"
21803,"FERNANDO EL CATOLICO, CALLE, DE"
21804,"FERNANDO EL CATOLICO, CALLE, DE"
21805,"FERNANDO EL CATOLICO, CALLE, DE"
21806,"FERNANDO EL CATOLICO, CALLE, DE"
21807,"FERNANDO EL CATOLICO, CALLE, DE"
21808,"FERNANDO EL CATOLICO, CALLE, DE"
21809,"FERNANDO EL CATOLICO, CALLE, DE"
21810,"FERNANDO EL CATOLICO, CALLE, DE"
21811,"FERNANDO EL CATOLICO, CALLE, DE"
21812,"FERNANDO GARRIDO, CALLE, DE"
21813,"FERNANDO GARRIDO, CALLE, DE"
21814,"GALILEO, CALLE, DE"
21815,"GALILEO, CALLE, DE"
21816,"GALILEO, CALLE, DE"
21817,"GALILEO, CALLE, DE"
21818,"GALILEO, CALLE, DE"
21819,"GALILEO, CALLE, DE"
21820,"GALILEO, CALLE, DE"
21821,"GALILEO, CALLE, DE"
21822,"GALILEO, CALLE, DE"
21823,"GALILEO, CALLE, DE"
21824,"GALILEO, CALLE, DE"
21825,"GALILEO, CALLE, DE"
21826,"GALILEO, CALLE, DE"
21827,"GALILEO, CALLE, DE"
21828,"GALILEO, CALLE, DE"
21829,"GALILEO, CALLE, DE"
21830,"GALILEO, CALLE, DE"
21831,"GALILEO, CALLE, DE"
21832,"GALILEO, CALLE, DE"
21833,"GALILEO, CALLE, DE"
21834,"GALILEO, CALLE, DE"
21835,"GALILEO, CALLE, DE"
21836,"GALILEO, CALLE, DE"
21837,"GALILEO, CALLE, DE"
21838,"GALILEO, CALLE, DE"
21839,"GALILEO, CALLE, DE"
21840,"GALILEO, CALLE, DE"
21841,"GALILEO, CALLE, DE"
21842,"GALILEO, CALLE, DE"
21843,"GALILEO, CALLE, DE"
21844,"GALILEO, CALLE, DE"
21845,"GALILEO, CALLE, DE"
21846,"GALILEO, CALLE, DE"
21847,"GALILEO, CALLE, DE"
21848,"GALILEO, CALLE, DE"
21849,"GALILEO, CALLE, DE"
21850,"GALILEO, CALLE, DE"
21851,"GALILEO, CALLE, DE"
21852,"GALILEO, CALLE, DE"
21853,"GALILEO, CALLE, DE"
21854,"GALILEO, CALLE, DE"
21855,"GALILEO, CALLE, DE"
21856,"GALILEO, CALLE, DE"
21857,"GALILEO, CALLE, DE"
21858,"GALILEO, CALLE, DE"
21859,"GALILEO, CALLE, DE"
21860,"GALILEO, CALLE, DE"
21861,"GALILEO, CALLE, DE"
21862,"GALILEO, CALLE, DE"
21863,"GALILEO, CALLE, DE"
21864,"GALILEO, CALLE, DE"
21865,"GALILEO, CALLE, DE"
21866,"GALILEO, CALLE, DE"
21867,"GALILEO, CALLE, DE"
21868,"GALILEO, CALLE, DE"
21869,"GALILEO, CALLE, DE"
21870,"GALILEO, CALLE, DE"
21871,"GALILEO, CALLE, DE"
21872,"JOAQUIN MARIA LOPEZ, CALLE, DE"
21873,"JOAQUIN MARIA LOPEZ, CALLE, DE"
21874,"JOAQUIN MARIA LOPEZ, CALLE, DE"
21875,"JOAQUIN MARIA LOPEZ, CALLE, DE"
21876,"JOAQUIN MARIA LOPEZ, CALLE, DE"
21877,"JOAQUIN MARIA LOPEZ, CALLE, DE"
21878,"JOAQUIN MARIA LOPEZ, CALLE, DE"
21879,"JOAQUIN MARIA LOPEZ, CALLE, DE"
21880,"JOAQUIN MARIA LOPEZ, CALLE, DE"
21881,"JOAQUIN MARIA LOPEZ, CALLE, DE"
21882,"JOAQUIN MARIA LOPEZ, CALLE, DE"
21883,"JOAQUIN MARIA LOPEZ, CALLE, DE"
21884,"JOAQUIN MARIA LOPEZ, CALLE, DE"
21885,"JOAQUIN MARIA LOPEZ, CALLE, DE"
21886,"JOAQUIN MARIA LOPEZ, CALLE, DE"
21887,"JOAQUIN MARIA LOPEZ, CALLE, DE"
21888,"JOAQUIN MARIA LOPEZ, CALLE, DE"
21889,"JOAQUIN MARIA LOPEZ, CALLE, DE"
21890,"LOZOYA, CALLE, DEL"
21891,"MAGALLANES, CALLE, DE"
21892,"MAGALLANES, CALLE, DE"
21893,"MAGALLANES, CALLE, DE"
21894,"MAGALLANES, CALLE, DE"
21895,"MAGALLANES, CALLE, DE"
21896,"MAGALLANES, CALLE, DE"
21897,"MAGALLANES, CALLE, DE"
21898,"MAGALLANES, CALLE, DE"
21899,"MAGALLANES, CALLE, DE"
21900,"MAGALLANES, CALLE, DE"
21901,"MAGALLANES, CALLE, DE"
21902,"MAGALLANES, CALLE, DE"
21903,"MAGALLANES, CALLE, DE"
21904,"MAGALLANES, CALLE, DE"
21905,"MAGALLANES, CALLE, DE"
21906,"MAGALLANES, CALLE, DE"
21907,"MAGALLANES, CALLE, DE"
21908,"MAGALLANES, CALLE, DE"
21909,"MAGALLANES, CALLE, DE"
21910,"MAGALLANES, CALLE, DE"
21911,"MAGALLANES, CALLE, DE"
21912,"MAGALLANES, CALLE, DE"
21913,"MAGALLANES, CALLE, DE"
21914,"MAGALLANES, CALLE, DE"
21915,"MAGALLANES, CALLE, DE"
21916,"MAGALLANES, CALLE, DE"
21917,"MELENDEZ VALDES, CALLE, DE"
21918,"MELENDEZ VALDES, CALLE, DE"
21919,"MELENDEZ VALDES, CALLE, DE"
21920,"MELENDEZ VALDES, CALLE, DE"
21921,"MELENDEZ VALDES, CALLE, DE"
21922,"MELENDEZ VALDES, CALLE, DE"
21923,"MELENDEZ VALDES, CALLE, DE"
21924,"MELENDEZ VALDES, CALLE, DE"
21925,"MELENDEZ VALDES, CALLE, DE"
21926,"MELENDEZ VALDES, CALLE, DE"
21927,"MELENDEZ VALDES, CALLE, DE"
21928,"MELENDEZ VALDES, CALLE, DE"
21929,"MELENDEZ VALDES, CALLE, DE"
21930,"MELENDEZ VALDES, CALLE, DE"
21931,"QUEVEDO, GLORIETA, DE"
21932,"RODRIGUEZ SAN PEDRO, CALLE, DE"
21933,"RODRIGUEZ SAN PEDRO, CALLE, DE"
21934,"RODRIGUEZ SAN PEDRO, CALLE, DE"
21935,"RODRIGUEZ SAN PEDRO, CALLE, DE"
21936,"RODRIGUEZ SAN PEDRO, CALLE, DE"
21937,"RODRIGUEZ SAN PEDRO, CALLE, DE"
21938,"RODRIGUEZ SAN PEDRO, CALLE, DE"
21939,"RODRIGUEZ SAN PEDRO, CALLE, DE"
21940,"RODRIGUEZ SAN PEDRO, CALLE, DE"
21941,"RODRIGUEZ SAN PEDRO, CALLE, DE"
21942,"RODRIGUEZ SAN PEDRO, CALLE, DE"
21943,"RODRIGUEZ SAN PEDRO, CALLE, DE"
21944,"RODRIGUEZ SAN PEDRO, CALLE, DE"
21945,"RODRIGUEZ SAN PEDRO, CALLE, DE"
21946,"RODRIGUEZ SAN PEDRO, CALLE, DE"
21947,"RODRIGUEZ SAN PEDRO, CALLE, DE"
21948,"RODRIGUEZ SAN PEDRO, CALLE, DE"
21949,"RODRIGUEZ SAN PEDRO, CALLE, DE"
21950,"RODRIGUEZ SAN PEDRO, CALLE, DE"
21951,"RODRIGUEZ SAN PEDRO, CALLE, DE"
21952,"RODRIGUEZ SAN PEDRO, CALLE, DE"
21953,"RODRIGUEZ SAN PEDRO, CALLE, DE"
21954,"RODRIGUEZ SAN PEDRO, CALLE, DE"
21955,"RODRIGUEZ SAN PEDRO, CALLE, DE"
21956,"RODRIGUEZ SAN PEDRO, CALLE, DE"
21957,"RODRIGUEZ SAN PEDRO, CALLE, DE"
21958,"RODRIGUEZ SAN PEDRO, CALLE, DE"
21959,"RODRIGUEZ SAN PEDRO, CALLE, DE"
21960,"RODRIGUEZ SAN PEDRO, CALLE, DE"
21961,"RUIZ JIMENEZ, GLORIETA, DE"
21962,"SAN BERNARDO, CALLE, DE"
21963,"SAN BERNARDO, CALLE, DE"
21964,"SAN BERNARDO, CALLE, DE"
21965,"SAN BERNARDO, CALLE, DE"
21966,"SAN BERNARDO, CALLE, DE"
21967,"SAN BERNARDO, CALLE, DE"
21968,"VALLEHERMOSO, CALLE, DE"
21969,"VALLEHERMOSO, CALLE, DE"
21970,"VALLEHERMOSO, CALLE, DE"
21971,"VALLEHERMOSO, CALLE, DE"
21972,"VALLEHERMOSO, CALLE, DE"
21973,"VALLEHERMOSO, CALLE, DE"
21974,"VALLEHERMOSO, CALLE, DE"
21975,"VALLEHERMOSO, CALLE, DE"
21976,"VALLEHERMOSO, CALLE, DE"
21977,"VALLEHERMOSO, CALLE, DE"
21978,"VALLEHERMOSO, CALLE, DE"
21979,"VALLEHERMOSO, CALLE, DE"
21980,"VALLEHERMOSO, CALLE, DE"
21981,"VALLEHERMOSO, CALLE, DE"
21982,"VALLEHERMOSO, CALLE, DE"
21983,"VALLEHERMOSO, CALLE, DE"
21984,"VALLEHERMOSO, CALLE, DE"
21985,"VALLEHERMOSO, CALLE, DE"
21986,"VALLEHERMOSO, CALLE, DE"
21987,"VALLEHERMOSO, CALLE, DE"
21988,"VALLEHERMOSO, CALLE, DE"
21989,"VALLEHERMOSO, CALLE, DE"
21990,"VALLEHERMOSO, CALLE, DE"
21991,"VALLEHERMOSO, CALLE, DE"
21992,"VALLEHERMOSO, CALLE, DE"
21993,"VALLEHERMOSO, CALLE, DE"
21994,"VALLEHERMOSO, CALLE, DE"
21995,"VALLEHERMOSO, CALLE, DE"
21996,"VALLEHERMOSO, CALLE, DE"
21997,"VALLEHERMOSO, CALLE, DE"
21998,"VALLEHERMOSO, CALLE, DE"
21999,"VALLEHERMOSO, CALLE, DE"
22000,"VALLEHERMOSO, CALLE, DE"
22001,"VALLEHERMOSO, CALLE, DE"
22002,"VALLEHERMOSO, CALLE, DE"
22003,"VALLEHERMOSO, CALLE, DE"
22004,"VALLEHERMOSO, CALLE, DE"
22005,"VALLEHERMOSO, CALLE, DE"
22006,"VALLEHERMOSO, CALLE, DE"
22007,"VALLEHERMOSO, CALLE, DE"
22008,"VALLEHERMOSO, CALLE, DE"
22009,"VALLEHERMOSO, CALLE, DE"
22010,"VALLEHERMOSO, CALLE, DE"
22011,"VALLEHERMOSO, CALLE, DE"
22012,"VALLEHERMOSO, CALLE, DE"
22013,"VALLEHERMOSO, CALLE, DE"
22014,"ALBURQUERQUE, CALLE, DE"
22015,"ALBURQUERQUE, CALLE, DE"
22016,"ALBURQUERQUE, CALLE, DE"
22017,"ALBURQUERQUE, CALLE, DE"
22018,"ALBURQUERQUE, CALLE, DE"
22019,"ALBURQUERQUE, CALLE, DE"
22020,"ALBURQUERQUE, CALLE, DE"
22021,"ALBURQUERQUE, CALLE, DE"
22022,"ALBURQUERQUE, CALLE, DE"
22023,"ALBURQUERQUE, CALLE, DE"
22024,"ALBURQUERQUE, CALLE, DE"
22025,"ALBURQUERQUE, CALLE, DE"
22026,"ALBURQUERQUE, CALLE, DE"
22027,"ALBURQUERQUE, CALLE, DE"
22028,"ALBURQUERQUE, CALLE, DE"
22029,"ALBURQUERQUE, CALLE, DE"
22030,"ALBURQUERQUE, CALLE, DE"
22031,"ALBURQUERQUE, CALLE, DE"
22032,"ALBURQUERQUE, CALLE, DE"
22033,"BRAVO MURILLO, CALLE, DE"
22034,"BRAVO MURILLO, CALLE, DE"
22035,"BRAVO MURILLO, CALLE, DE"
22036,"BRAVO MURILLO, CALLE, DE"
22037,"BRAVO MURILLO, CALLE, DE"
22038,"BRAVO MURILLO, CALLE, DE"
22039,"BRAVO MURILLO, CALLE, DE"
22040,"BRAVO MURILLO, CALLE, DE"
22041,"BRAVO MURILLO, CALLE, DE"
22042,"BRAVO MURILLO, CALLE, DE"
22043,"BRAVO MURILLO, CALLE, DE"
22044,"BRAVO MURILLO, CALLE, DE"
22045,"BRAVO MURILLO, CALLE, DE"
22046,"BRAVO MURILLO, CALLE, DE"
22047,"BRAVO MURILLO, CALLE, DE"
22048,"CARDENAL CISNEROS, CALLE, DEL"
22049,"CARDENAL CISNEROS, CALLE, DEL"
22050,"CARDENAL CISNEROS, CALLE, DEL"
22051,"CARDENAL CISNEROS, CALLE, DEL"
22052,"CARDENAL CISNEROS, CALLE, DEL"
22053,"CARDENAL CISNEROS, CALLE, DEL"
22054,"CARDENAL CISNEROS, CALLE, DEL"
22055,"CARDENAL CISNEROS, CALLE, DEL"
22056,"CARDENAL CISNEROS, CALLE, DEL"
22057,"CARDENAL CISNEROS, CALLE, DEL"
22058,"CARDENAL CISNEROS, CALLE, DEL"
22059,"CARDENAL CISNEROS, CALLE, DEL"
22060,"CARDENAL CISNEROS, CALLE, DEL"
22061,"CARDENAL CISNEROS, CALLE, DEL"
22062,"CARDENAL CISNEROS, CALLE, DEL"
22063,"CARDENAL CISNEROS, CALLE, DEL"
22064,"CARDENAL CISNEROS, CALLE, DEL"
22065,"CARDENAL CISNEROS, CALLE, DEL"
22066,"CARDENAL CISNEROS, CALLE, DEL"
22067,"CARDENAL CISNEROS, CALLE, DEL"
22068,"CARDENAL CISNEROS, CALLE, DEL"
22069,"CARDENAL CISNEROS, CALLE, DEL"
22070,"CARDENAL CISNEROS, CALLE, DEL"
22071,"CARDENAL CISNEROS, CALLE, DEL"
22072,"CARDENAL CISNEROS, CALLE, DEL"
22073,"CARDENAL CISNEROS, CALLE, DEL"
22074,"CARDENAL CISNEROS, CALLE, DEL"
22075,"CARDENAL CISNEROS, CALLE, DEL"
22076,"CARDENAL CISNEROS, CALLE, DEL"
22077,"CARDENAL CISNEROS, CALLE, DEL"
22078,"CARDENAL CISNEROS, CALLE, DEL"
22079,"CARDENAL CISNEROS, CALLE, DEL"
22080,"CARDENAL CISNEROS, CALLE, DEL"
22081,"CARDENAL CISNEROS, CALLE, DEL"
22082,"CARDENAL CISNEROS, CALLE, DEL"
22083,"CASTILLO, CALLE, DEL"
22084,"CASTILLO, CALLE, DEL"
22085,"CASTILLO, CALLE, DEL"
22086,"CASTILLO, CALLE, DEL"
22087,"CASTILLO, CALLE, DEL"
22088,"CASTILLO, CALLE, DEL"
22089,"CASTILLO, CALLE, DEL"
22090,"CASTILLO, CALLE, DEL"
22091,"CASTILLO, CALLE, DEL"
22092,"CASTILLO, CALLE, DEL"
22093,"CASTILLO, CALLE, DEL"
22094,"CASTILLO, CALLE, DEL"
22095,"CASTILLO, CALLE, DEL"
22096,"CASTILLO, CALLE, DEL"
22097,"CASTILLO, CALLE, DEL"
22098,"CASTILLO, CALLE, DEL"
22099,"COVARRUBIAS, CALLE, DE"
22100,"COVARRUBIAS, CALLE, DE"
22101,"COVARRUBIAS, CALLE, DE"
22102,"COVARRUBIAS, CALLE, DE"
22103,"COVARRUBIAS, CALLE, DE"
22104,"COVARRUBIAS, CALLE, DE"
22105,"COVARRUBIAS, CALLE, DE"
22106,"COVARRUBIAS, CALLE, DE"
22107,"COVARRUBIAS, CALLE, DE"
22108,"COVARRUBIAS, CALLE, DE"
22109,"COVARRUBIAS, CALLE, DE"
22110,"COVARRUBIAS, CALLE, DE"
22111,"COVARRUBIAS, CALLE, DE"
22112,"COVARRUBIAS, CALLE, DE"
22113,"COVARRUBIAS, CALLE, DE"
22114,"COVARRUBIAS, CALLE, DE"
22115,"COVARRUBIAS, CALLE, DE"
22116,"COVARRUBIAS, CALLE, DE"
22117,"COVARRUBIAS, CALLE, DE"
22118,"COVARRUBIAS, CALLE, DE"
22119,"COVARRUBIAS, CALLE, DE"
22120,"COVARRUBIAS, CALLE, DE"
22121,"COVARRUBIAS, CALLE, DE"
22122,"COVARRUBIAS, CALLE, DE"
22123,"COVARRUBIAS, CALLE, DE"
22124,"COVARRUBIAS, CALLE, DE"
22125,"COVARRUBIAS, CALLE, DE"
22126,"COVARRUBIAS, CALLE, DE"
22127,"COVARRUBIAS, CALLE, DE"
22128,"COVARRUBIAS, CALLE, DE"
22129,"EGUILAZ, CALLE, DE"
22130,"EGUILAZ, CALLE, DE"
22131,"EGUILAZ, CALLE, DE"
22132,"EGUILAZ, CALLE, DE"
22133,"EGUILAZ, CALLE, DE"
22134,"EGUILAZ, CALLE, DE"
22135,"EGUILAZ, CALLE, DE"
22136,"EGUILAZ, CALLE, DE"
22137,"FEIJOO, CALLE, DE"
22138,"FEIJOO, CALLE, DE"
22139,"FEIJOO, CALLE, DE"
22140,"FEIJOO, CALLE, DE"
22141,"FEIJOO, CALLE, DE"
22142,"FEIJOO, CALLE, DE"
22143,"FEIJOO, CALLE, DE"
22144,"FRANCISCO DE ROJAS, CALLE, DE"
22145,"FRANCISCO DE ROJAS, CALLE, DE"
22146,"FRANCISCO DE ROJAS, CALLE, DE"
22147,"FRANCISCO DE ROJAS, CALLE, DE"
22148,"FRANCISCO DE ROJAS, CALLE, DE"
22149,"FRANCISCO DE ROJAS, CALLE, DE"
22150,"FRANCISCO DE ROJAS, CALLE, DE"
22151,"FRANCISCO DE ROJAS, CALLE, DE"
22152,"FRANCISCO DE ROJAS, CALLE, DE"
22153,"FRANCISCO DE ROJAS, CALLE, DE"
22154,"FRANCISCO DE ROJAS, CALLE, DE"
22155,"FRANCISCO DE ROJAS, CALLE, DE"
22156,"FUENCARRAL, CALLE, DE"
22157,"FUENCARRAL, CALLE, DE"
22158,"FUENCARRAL, CALLE, DE"
22159,"GARCIA DE PAREDES, CALLE, DE"
22160,"GARCIA DE PAREDES, CALLE, DE"
22161,"GARCIA DE PAREDES, CALLE, DE"
22162,"GARCIA DE PAREDES, CALLE, DE"
22163,"GARCIA DE PAREDES, CALLE, DE"
22164,"GARCIA DE PAREDES, CALLE, DE"
22165,"GARCIA DE PAREDES, CALLE, DE"
22166,"GARCIA DE PAREDES, CALLE, DE"
22167,"GARCIA DE PAREDES, CALLE, DE"
22168,"GARCIA DE PAREDES, CALLE, DE"
22169,"GARCIA DE PAREDES, CALLE, DE"
22170,"GARCIA DE PAREDES, CALLE, DE"
22171,"GARCIA DE PAREDES, CALLE, DE"
22172,"GARCIA DE PAREDES, CALLE, DE"
22173,"GARCIA DE PAREDES, CALLE, DE"
22174,"GARCIA DE PAREDES, CALLE, DE"
22175,"GARCIA DE PAREDES, CALLE, DE"
22176,"GARCIA DE PAREDES, CALLE, DE"
22177,"GARCIA DE PAREDES, CALLE, DE"
22178,"GARCIA DE PAREDES, CALLE, DE"
22179,"GARCIA DE PAREDES, CALLE, DE"
22180,"GARCIA DE PAREDES, CALLE, DE"
22181,"GARCILASO, CALLE, DE"
22182,"GARCILASO, CALLE, DE"
22183,"GARCILASO, CALLE, DE"
22184,"GENERAL ALVAREZ DE CASTRO, CALLE, DEL"
22185,"GENERAL ALVAREZ DE CASTRO, CALLE, DEL"
22186,"GENERAL ALVAREZ DE CASTRO, CALLE, DEL"
22187,"GENERAL ALVAREZ DE CASTRO, CALLE, DEL"
22188,"GENERAL ALVAREZ DE CASTRO, CALLE, DEL"
22189,"GENERAL ALVAREZ DE CASTRO, CALLE, DEL"
22190,"GENERAL ALVAREZ DE CASTRO, CALLE, DEL"
22191,"GENERAL ALVAREZ DE CASTRO, CALLE, DEL"
22192,"GENERAL ALVAREZ DE CASTRO, CALLE, DEL"
22193,"GENERAL ALVAREZ DE CASTRO, CALLE, DEL"
22194,"GENERAL ALVAREZ DE CASTRO, CALLE, DEL"
22195,"GENERAL ALVAREZ DE CASTRO, CALLE, DEL"
22196,"GENERAL ALVAREZ DE CASTRO, CALLE, DEL"
22197,"GENERAL ALVAREZ DE CASTRO, CALLE, DEL"
22198,"GENERAL ALVAREZ DE CASTRO, CALLE, DEL"
22199,"GENERAL ALVAREZ DE CASTRO, CALLE, DEL"
22200,"GENERAL ALVAREZ DE CASTRO, CALLE, DEL"
22201,"GENERAL ALVAREZ DE CASTRO, CALLE, DEL"
22202,"GENERAL ALVAREZ DE CASTRO, CALLE, DEL"
22203,"GENERAL ALVAREZ DE CASTRO, CALLE, DEL"
22204,"GENERAL ALVAREZ DE CASTRO, CALLE, DEL"
22205,"GENERAL ALVAREZ DE CASTRO, CALLE, DEL"
22206,"GENERAL ALVAREZ DE CASTRO, CALLE, DEL"
22207,"GENERAL ALVAREZ DE CASTRO, CALLE, DEL"
22208,"GENERAL ALVAREZ DE CASTRO, CALLE, DEL"
22209,"GENERAL ALVAREZ DE CASTRO, CALLE, DEL"
22210,"GENERAL ALVAREZ DE CASTRO, GLORIETA, DEL"
22211,"GENERAL ALVAREZ DE CASTRO, GLORIETA, DEL"
22212,"GENERAL ALVAREZ DE CASTRO, GLORIETA, DEL"
22213,"GENERAL ALVAREZ DE CASTRO, GLORIETA, DEL"
22214,"GENERAL ALVAREZ DE CASTRO, GLORIETA, DEL"
22215,"GONZALO DE CORDOBA, CALLE, DE"
22216,"GONZALO DE CORDOBA, CALLE, DE"
22217,"HARTZENBUSCH, CALLE, DE"
22218,"HARTZENBUSCH, CALLE, DE"
22219,"HARTZENBUSCH, CALLE, DE"
22220,"HARTZENBUSCH, CALLE, DE"
22221,"JERONIMO DE LA QUINTANA, CALLE, DE"
22222,"JERONIMO DE LA QUINTANA, CALLE, DE"
22223,"JERONIMO DE LA QUINTANA, CALLE, DE"
22224,"JERONIMO DE LA QUINTANA, CALLE, DE"
22225,"JERONIMO DE LA QUINTANA, CALLE, DE"
22226,"JERONIMO DE LA QUINTANA, CALLE, DE"
22227,"JERONIMO DE LA QUINTANA, CALLE, DE"
22228,"JERONIMO DE LA QUINTANA, CALLE, DE"
22229,"JERONIMO DE LA QUINTANA, CALLE, DE"
22230,"JERONIMO DE LA QUINTANA, CALLE, DE"
22231,"JORDAN, CALLE, DEL"
22232,"JORDAN, CALLE, DEL"
22233,"JORDAN, CALLE, DEL"
22234,"JORDAN, CALLE, DEL"
22235,"JORDAN, CALLE, DEL"
22236,"JORDAN, CALLE, DEL"
22237,"JORDAN, CALLE, DEL"
22238,"JORDAN, CALLE, DEL"
22239,"JORDAN, CALLE, DEL"
22240,"JOSE ABASCAL, CALLE, DE"
22241,"JOSE ABASCAL, CALLE, DE"
22242,"JOSE ABASCAL, CALLE, DE"
22243,"JOSE ABASCAL, CALLE, DE"
22244,"JOSE ABASCAL, CALLE, DE"
22245,"JOSE ABASCAL, CALLE, DE"
22246,"JOSE MARAÑON, CALLE, DE"
22247,"JOSE MARAÑON, CALLE, DE"
22248,"JOSE MARAÑON, CALLE, DE"
22249,"JOSE MARAÑON, CALLE, DE"
22250,"JOSE MARAÑON, CALLE, DE"
22251,"JOSE MARAÑON, CALLE, DE"
22252,"JOSE MARAÑON, CALLE, DE"
22253,"JUAN DE AUSTRIA, CALLE, DE"
22254,"JUAN DE AUSTRIA, CALLE, DE"
22255,"JUAN DE AUSTRIA, CALLE, DE"
22256,"JUAN DE AUSTRIA, CALLE, DE"
22257,"JUAN DE AUSTRIA, CALLE, DE"
22258,"JUAN DE AUSTRIA, CALLE, DE"
22259,"JUAN DE AUSTRIA, CALLE, DE"
22260,"JUAN DE AUSTRIA, CALLE, DE"
22261,"JUAN DE AUSTRIA, CALLE, DE"
22262,"JUAN DE AUSTRIA, CALLE, DE"
22263,"JUAN DE AUSTRIA, CALLE, DE"
22264,"JUAN DE AUSTRIA, CALLE, DE"
22265,"JUAN DE AUSTRIA, CALLE, DE"
22266,"JUAN DE AUSTRIA, CALLE, DE"
22267,"JUAN DE AUSTRIA, CALLE, DE"
22268,"JUAN DE AUSTRIA, CALLE, DE"
22269,"JUAN DE AUSTRIA, CALLE, DE"
22270,"JUAN DE AUSTRIA, CALLE, DE"
22271,"JUAN DE AUSTRIA, CALLE, DE"
22272,"MANUEL CORTINA, CALLE, DE"
22273,"MANUEL CORTINA, CALLE, DE"
22274,"MANUEL CORTINA, CALLE, DE"
22275,"MANUEL CORTINA, CALLE, DE"
22276,"MANUEL CORTINA, CALLE, DE"
22277,"MANUEL CORTINA, CALLE, DE"
22278,"MANUEL GONZALEZ LONGORIA, CALLE, DE"
22279,"MANUEL GONZALEZ LONGORIA, CALLE, DE"
22280,"MANUEL GONZALEZ LONGORIA, CALLE, DE"
22281,"MANUEL GONZALEZ LONGORIA, CALLE, DE"
22282,"MANUEL GONZALEZ LONGORIA, CALLE, DE"
22283,"MANUEL GONZALEZ LONGORIA, CALLE, DE"
22284,"MANUEL SILVELA, CALLE, DE"
22285,"MANUEL SILVELA, CALLE, DE"
22286,"MANUEL SILVELA, CALLE, DE"
22287,"MANUEL SILVELA, CALLE, DE"
22288,"MANUEL SILVELA, CALLE, DE"
22289,"MANUEL SILVELA, CALLE, DE"
22290,"MANUEL SILVELA, CALLE, DE"
22291,"MANUEL SILVELA, CALLE, DE"
22292,"MANUEL SILVELA, CALLE, DE"
22293,"MANUEL SILVELA, CALLE, DE"
22294,"MANUEL SILVELA, CALLE, DE"
22295,"MANUEL SILVELA, CALLE, DE"
22296,"MANUEL SILVELA, CALLE, DE"
22297,"MANUEL SILVELA, CALLE, DE"
22298,"MANUEL SILVELA, CALLE, DE"
22299,"MANUEL SILVELA, CALLE, DE"
22300,"MANUEL SILVELA, CALLE, DE"
22301,"MANUEL SILVELA, CALLE, DE"
22302,"MEDELLIN, CALLE, DE"
22303,"MEDELLIN, CALLE, DE"
22304,"MONTELEON, CALLE, DE"
22305,"MONTELEON, CALLE, DE"
22306,"MONTELEON, CALLE, DE"
22307,"NICASIO GALLEGO, CALLE, DE"
22308,"NICASIO GALLEGO, CALLE, DE"
22309,"NICASIO GALLEGO, CALLE, DE"
22310,"NICASIO GALLEGO, CALLE, DE"
22311,"NICASIO GALLEGO, CALLE, DE"
22312,"NICASIO GALLEGO, CALLE, DE"
22313,"NICASIO GALLEGO, CALLE, DE"
22314,"NICASIO GALLEGO, CALLE, DE"
22315,"NICASIO GALLEGO, CALLE, DE"
22316,"NICASIO GALLEGO, CALLE, DE"
22317,"NICASIO GALLEGO, CALLE, DE"
22318,"NICASIO GALLEGO, CALLE, DE"
22319,"NICASIO GALLEGO, CALLE, DE"
22320,"NICASIO GALLEGO, CALLE, DE"
22321,"NICASIO GALLEGO, CALLE, DE"
22322,"NICASIO GALLEGO, CALLE, DE"
22323,"NICASIO GALLEGO, CALLE, DE"
22324,"NICASIO GALLEGO, CALLE, DE"
22325,"NICASIO GALLEGO, CALLE, DE"
22326,"OLID, CALLE, DE"
22327,"OLID, CALLE, DE"
22328,"OLID, CALLE, DE"
22329,"PALAFOX, CALLE, DE"
22330,"PALAFOX, CALLE, DE"
22331,"PALAFOX, CALLE, DE"
22332,"PALAFOX, CALLE, DE"
22333,"PALAFOX, CALLE, DE"
22334,"PALAFOX, CALLE, DE"
22335,"PALAFOX, CALLE, DE"
